ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0001655	urogenital system development	14	14/81	237/10965	1.6693997647666601e-9	1.7348512192418178e-6	1.4005674053099391e-6	5.853695984984137	EPHA4/SPRY1/ID4/SOX4/EPHA7/DLL1/SULF1/CA2/GCNT1/TGFBR1/EMX2/FBN1/SERPINF1/WNT7B	12
BP	GO:0048729	tissue morphogenesis	19	19/81	488/10965	1.7168245613476674e-9	1.7348512192418178e-6	1.4005674053099391e-6	5.853695984984137	WLS/COL11A1/LRP2/IGFBP5/EPHA4/SPRY1/SFRP2/ID4/SOX4/RSPO3/EPHA7/DLL1/FZD3/SULF1/CA2/GCNT1/TGFBR1/TPM1/WNT7B	12
BP	GO:0072001	renal system development	13	13/81	214/10965	4.829362400771106e-9	3.2533804706528017e-6	2.626495340770251e-6	5.580623365269997	EPHA4/SPRY1/SOX4/EPHA7/DLL1/SULF1/CA2/GCNT1/TGFBR1/EMX2/FBN1/SERPINF1/WNT7B	12
BP	GO:0003002	regionalization	13	13/81	223/10965	7.948221477113303e-9	4.0158389013114965e-6	3.2420377077698997e-6	5.489181938228665	WLS/LRP2/FEZF2/SPRY1/SFRP2/DLL1/FEZF1/TGFBR1/EMX2/PAX6/FOXG1/OTX2/WNT7B	12
BP	GO:0007423	sensory organ development	16	16/81	385/10965	1.630082079336011e-8	6.588791764676156e-6	5.319215206254351e-6	5.274152438519796	COL11A1/EPHA4/ZIC1/SPRY1/SPARC/DLL1/FZD3/TGFBR1/PAX6/WNT5B/ATP2B1/FOXG1/SMOC1/FBN1/SERPINF1/WNT7B	12
BP	GO:0007389	pattern specification process	14	14/81	290/10965	2.2259035937056336e-8	7.497585271465142e-6	6.052895737269706e-6	5.218036806860357	WLS/LRP2/ZIC1/FEZF2/SPRY1/SFRP2/DLL1/FEZF1/TGFBR1/EMX2/PAX6/FOXG1/OTX2/WNT7B	12
BP	GO:0048598	embryonic morphogenesis	16	16/81	401/10965	2.889367921532161e-8	8.342017956309282e-6	6.7346169599621795e-6	5.17168710029815	WLS/COL11A1/LRP2/ZIC1/SFRP2/SOX4/RSPO3/DLL1/FZD3/SULF1/TGFBR1/PAX6/FOXG1/OTX2/FBN1/WNT7B	12
BP	GO:0001822	kidney development	12	12/81	210/10965	3.942586810558402e-8	9.959959930173164e-6	8.040802047849372e-6	5.094700629412942	EPHA4/SPRY1/SOX4/EPHA7/DLL1/SULF1/CA2/GCNT1/TGFBR1/FBN1/SERPINF1/WNT7B	12
BP	GO:0045165	cell fate commitment	10	10/81	144/10965	9.455334728128745e-8	2.0590952437297248e-5	1.662333721076629e-5	4.779281785201066	GAP43/FEZF2/SFRP2/DLL1/TGFBR1/PAX6/WNT5B/FOXG1/ZNF521/WNT7B	12
BP	GO:0048663	neuron fate commitment	6	6/81	32/10965	1.0470529028909036e-7	2.0590952437297248e-5	1.662333721076629e-5	4.779281785201066	FEZF2/DLL1/TGFBR1/PAX6/FOXG1/ZNF521	12
BP	GO:0021871	forebrain regionalization	5	5/81	17/10965	1.1207346700161789e-7	2.0590952437297248e-5	1.662333721076629e-5	4.779281785201066	FEZF2/FEZF1/EMX2/PAX6/WNT7B	12
BP	GO:0008285	negative regulation of cell population proliferation	16	16/81	451/10965	1.4695014941588927e-7	2.4748854330792685e-5	1.99800641749674e-5	4.699403121175629	IGFBP5/FEZF2/SPRY1/SFRP2/SPARC/SOX4/DLL1/FEZF1/SULF1/TGFBR1/PAX6/BTG1/DACH1/TPM1/SERPINF1/CXADR	12
BP	GO:0009952	anterior/posterior pattern specification	9	9/81	131/10965	4.7483009273328424e-7	7.381781672415134e-5	5.9594060221586275e-5	4.224797024513797	WLS/FEZF2/SFRP2/DLL1/FEZF1/TGFBR1/EMX2/PAX6/OTX2	12
BP	GO:0003208	cardiac ventricle morphogenesis	6	6/81	47/10965	1.136021891026264e-6	1.6399287441172e-4	1.323935286534368e-4	3.878133242530678	COL11A1/LRP2/SFRP2/SOX4/TGFBR1/TPM1	12
BP	GO:0002009	morphogenesis of an epithelium	14	14/81	416/10965	1.837446167523525e-6	2.4756524697100294e-4	1.9986256559027815e-4	3.6992685419499516	LRP2/IGFBP5/EPHA4/SPRY1/SFRP2/ID4/SOX4/RSPO3/EPHA7/DLL1/FZD3/SULF1/CA2/WNT7B	12
BP	GO:0042063	gliogenesis	10	10/81	210/10965	3.07842894136764e-6	3.8884405565650003e-4	3.1391874073156853e-4	3.5031827564460043	LRP2/EPHA4/GAP43/ID4/SOX4/DLL1/CLU/PAX6/FOXG1/CDH2	12
BP	GO:0007411	axon guidance	10	10/81	220/10965	4.665602468814434e-6	5.454181800334253e-4	4.403230183347531e-4	3.3562286107601733	EPHA4/GAP43/FEZF2/PDLIM7/EPHA7/FEZF1/FZD3/PAX6/FOXG1/OTX2	12
BP	GO:0097485	neuron projection guidance	10	10/81	221/10965	4.857757170015664e-6	5.454181800334253e-4	4.403230183347531e-4	3.3562286107601733	EPHA4/GAP43/FEZF2/PDLIM7/EPHA7/FEZF1/FZD3/PAX6/FOXG1/OTX2	12
BP	GO:0001568	blood vessel development	14	14/81	463/10965	6.385706002489672e-6	6.792374647911383e-4	5.483570251445426e-4	3.2609365882988404	LRP2/SFRP2/SPARC/SOX4/RSPO3/DLL1/COL1A2/SULF1/TGFBR1/PAX6/BTG1/SERPINF1/CDH2/WNT7B	12
BP	GO:0001944	vasculature development	14	14/81	486/10965	1.1102819034989884e-5	0.0011219398634857278	9.057562896965431e-4	3.0429886414822005	LRP2/SFRP2/SPARC/SOX4/RSPO3/DLL1/COL1A2/SULF1/TGFBR1/PAX6/BTG1/SERPINF1/CDH2/WNT7B	12
BP	GO:0090287	regulation of cellular response to growth factor stimulus	9	9/81	198/10965	1.4451417852655232e-5	0.001390776927629344	0.0011227918632388777	2.9497007433151725	LRP2/SPRY1/SFRP2/DLL1/SULF1/TGFBR1/SHISA2/OTX2/FBN1	12
BP	GO:0001654	eye development	10	10/81	257/10965	1.8263869398583457e-5	0.0015180522771962245	0.0012255428681237264	2.911671493009233	SPRY1/DLL1/TGFBR1/PAX6/WNT5B/ATP2B1/SMOC1/FBN1/SERPINF1/WNT7B	12
BP	GO:0150063	visual system development	10	10/81	257/10965	1.8263869398583457e-5	0.0015180522771962245	0.0012255428681237264	2.911671493009233	SPRY1/DLL1/TGFBR1/PAX6/WNT5B/ATP2B1/SMOC1/FBN1/SERPINF1/WNT7B	12
BP	GO:0001709	cell fate determination	4	4/81	22/10965	1.8269146236803375e-5	0.0015180522771962245	0.0012255428681237264	2.911671493009233	FEZF2/DLL1/PAX6/FOXG1	12
BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	7	7/81	113/10965	1.8996749208271972e-5	0.0015180522771962245	0.0012255428681237264	2.911671493009233	LRP2/SPRY1/SFRP2/SULF1/TGFBR1/SHISA2/FBN1	12
BP	GO:0048880	sensory system development	10	10/81	259/10965	1.9529618608165187e-5	0.0015180522771962245	0.0012255428681237264	2.911671493009233	SPRY1/DLL1/TGFBR1/PAX6/WNT5B/ATP2B1/SMOC1/FBN1/SERPINF1/WNT7B	12
BP	GO:0061351	neural precursor cell proliferation	7	7/81	115/10965	2.1297955381328573e-5	0.0015941914009505573	0.001287010948969173	2.8904177584128874	LRP2/ID4/FZD3/EMX2/PAX6/FOXG1/CDH2	12
BP	GO:0001503	ossification	10	10/81	264/10965	2.302928916224142e-5	0.0016394430752495067	0.0013235431998941303	2.8782618789418146	COL11A1/IGFBP5/SFRP2/SPARC/PDLIM7/ID4/COL1A2/ATP2B1/SMOC1/WNT7B	12
BP	GO:0010001	glial cell differentiation	8	8/81	161/10965	2.3524913004569863e-5	0.0016394430752495067	0.0013235431998941303	2.8782618789418146	EPHA4/GAP43/ID4/SOX4/DLL1/CLU/PAX6/CDH2	12
