ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0010996	response to auditory stimulus	2	2/12	18/10965	1.6636467147656227e-4	0.11764320196231358	0.07755605975981696	1.1103842633895875	ATP1A2/PTN	3
BP	GO:0048713	regulation of oligodendrocyte differentiation	2	2/12	25/10965	3.2481940438940364e-4	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/PTN	3
BP	GO:0014014	negative regulation of gliogenesis	2	2/12	31/10965	5.016362598329678e-4	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/PTN	3
BP	GO:0031641	regulation of myelination	2	2/12	35/10965	6.403191387613112e-4	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/PTN	3
BP	GO:0048863	stem cell differentiation	3	3/12	196/10965	0.0010985618430443323	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/SEMA6A/PTN	3
BP	GO:0045685	regulation of glial cell differentiation	2	2/12	47/10965	0.0011548779074979467	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/PTN	3
BP	GO:0050768	negative regulation of neurogenesis	3	3/12	213/10965	0.0013968641753432619	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/SEMA6A/PTN	3
BP	GO:0043010	camera-type eye development	3	3/12	218/10965	0.001493413128840327	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/FZD5/PTN	3
BP	GO:0051961	negative regulation of nervous system development	3	3/12	229/10965	0.0017204564055451985	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/SEMA6A/PTN	3
BP	GO:0010721	negative regulation of cell development	3	3/12	236/10965	0.0018756745346798554	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/SEMA6A/PTN	3
BP	GO:0035282	segmentation	2	2/12	66/10965	0.002265273056078025	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/FZD5	3
BP	GO:0001654	eye development	3	3/12	257/10965	0.0023934013514869787	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/FZD5/PTN	3
BP	GO:0150063	visual system development	3	3/12	257/10965	0.0023934013514869787	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/FZD5/PTN	3
BP	GO:0016525	negative regulation of angiogenesis	2	2/12	68/10965	0.0024028071486787432	0.11764320196231358	0.07755605975981696	1.1103842633895875	SEMA6A/PTN	3
BP	GO:0048880	sensory system development	3	3/12	259/10965	0.002446896929318558	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/FZD5/PTN	3
BP	GO:2000181	negative regulation of blood vessel morphogenesis	2	2/12	70/10965	0.002544217721084465	0.11764320196231358	0.07755605975981696	1.1103842633895875	SEMA6A/PTN	3
BP	GO:0048709	oligodendrocyte differentiation	2	2/12	72/10965	0.0026894900384354585	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/PTN	3
BP	GO:0030900	forebrain development	3	3/12	284/10965	0.003179615307316425	0.11764320196231358	0.07755605975981696	1.1103842633895875	ATP1A2/HES5/PTN	3
BP	GO:0014013	regulation of gliogenesis	2	2/12	79/10965	0.0032281425215469773	0.11764320196231358	0.07755605975981696	1.1103842633895875	HES5/PTN	3
BP	GO:1901343	negative regulation of vasculature development	2	2/12	79/10965	0.0032281425215469773	0.11764320196231358	0.07755605975981696	1.1103842633895875	SEMA6A/PTN	3
