ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0008380	RNA splicing	74	74/710	410/10965	2.6784124017221554e-16	1.1750195206355096e-12	1.108298858017873e-12	11.955343114258405	TARDBP/SPEN/SRRM1/SRSF11/PTBP2/RNPC3/RBM15/DHX9/SRSF10/SFPQ/CLK2/ZNF638/SRSF7/TIA1/SNRNP200/SF3B1/CLK1/RBM6/RBM5/U2SURP/TRA2B/POLR2B/DDX46/TCERG1/HNRNPH1/PRPF4B/DDX39B/SRRT/PRKRIP1/TRA2A/RBM12B/CPSF1/RBM4/PCF11/CSTF3/CPSF7/SF1/CWF19L2/PRPF40B/SLC38A2/ZCCHC8/PABPN1/PNN/PRPF39/SRSF5/RBM25/METTL3/ACIN1/NOVA1/SRRM2/FUS/LUC7L/ZNF830/TAF15/CDK12/LUC7L3/CWC25/SRSF1/DDX5/SRSF2/THOC1/PTBP1/CIRBP/DAZAP1/CCDC130/CLASRP/SNRNP70/AKAP8L/SUGP2/SYMPK/SRSF6/RBM39/SON/DDX17	7
BP	GO:0006397	mRNA processing	78	78/710	459/10965	1.321698161906449e-15	2.8991449181417956e-12	2.73452393392329e-12	11.563118271109849	TARDBP/SPEN/SRRM1/SRSF11/PTBP2/RNPC3/RBM15/DHX9/ZC3H11A/CDK11B/SRSF10/SFPQ/SRSF7/TIA1/SNRNP200/SF3B1/RBM6/RBM5/U2SURP/TRA2B/POLR2B/DDX46/TCERG1/HNRNPH1/PRPF4B/DDX39B/SRRT/PRKRIP1/TRA2A/CPSF1/RBM4/PCF11/CSTF3/CPSF7/SF1/CWF19L2/PRPF40B/CPSF6/ZCCHC8/RBM26/PABPN1/PNN/PRPF39/SRSF5/RBM25/METTL3/ACIN1/NOVA1/ZFP36L1/SRRM2/RBBP6/FUS/LUC7L/CMTR2/ZNF830/CDK12/LUC7L3/CWC25/SRSF1/DDX5/SRSF2/RNMT/THOC1/PTBP1/CIRBP/DAZAP1/SUPT5H/CLASRP/SNRNP70/SAFB2/AKAP8L/SUGP2/SYMPK/SRSF6/RBM39/SON/SCAF4/DDX17	7
BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	57	57/710	325/10965	3.0191806439224856e-12	3.311286371221986e-9	3.123262924015603e-9	8.505391454244744	SPEN/SRRM1/SRSF11/PTBP2/RNPC3/RBM15/DHX9/SRSF10/SFPQ/SRSF7/TIA1/SNRNP200/SF3B1/RBM6/RBM5/U2SURP/TRA2B/POLR2B/DDX46/HNRNPH1/PRPF4B/DDX39B/SRRT/TRA2A/CPSF1/RBM4/PCF11/CSTF3/CPSF7/SF1/CWF19L2/PRPF40B/ZCCHC8/PABPN1/PNN/PRPF39/SRSF5/RBM25/METTL3/NOVA1/SRRM2/FUS/LUC7L/LUC7L3/CWC25/SRSF1/DDX5/SRSF2/PTBP1/CIRBP/DAZAP1/SNRNP70/SYMPK/SRSF6/RBM39/SON/DDX17	7
BP	GO:0000398	mRNA splicing, via spliceosome	57	57/710	325/10965	3.0191806439224856e-12	3.311286371221986e-9	3.123262924015603e-9	8.505391454244744	SPEN/SRRM1/SRSF11/PTBP2/RNPC3/RBM15/DHX9/SRSF10/SFPQ/SRSF7/TIA1/SNRNP200/SF3B1/RBM6/RBM5/U2SURP/TRA2B/POLR2B/DDX46/HNRNPH1/PRPF4B/DDX39B/SRRT/TRA2A/CPSF1/RBM4/PCF11/CSTF3/CPSF7/SF1/CWF19L2/PRPF40B/ZCCHC8/PABPN1/PNN/PRPF39/SRSF5/RBM25/METTL3/NOVA1/SRRM2/FUS/LUC7L/LUC7L3/CWC25/SRSF1/DDX5/SRSF2/PTBP1/CIRBP/DAZAP1/SNRNP70/SYMPK/SRSF6/RBM39/SON/DDX17	7
BP	GO:0000375	RNA splicing, via transesterification reactions	57	57/710	328/10965	4.456857992973593e-12	3.910447203035031e-9	3.6884018463956196e-9	8.433161769243949	SPEN/SRRM1/SRSF11/PTBP2/RNPC3/RBM15/DHX9/SRSF10/SFPQ/SRSF7/TIA1/SNRNP200/SF3B1/RBM6/RBM5/U2SURP/TRA2B/POLR2B/DDX46/HNRNPH1/PRPF4B/DDX39B/SRRT/TRA2A/CPSF1/RBM4/PCF11/CSTF3/CPSF7/SF1/CWF19L2/PRPF40B/ZCCHC8/PABPN1/PNN/PRPF39/SRSF5/RBM25/METTL3/NOVA1/SRRM2/FUS/LUC7L/LUC7L3/CWC25/SRSF1/DDX5/SRSF2/PTBP1/CIRBP/DAZAP1/SNRNP70/SYMPK/SRSF6/RBM39/SON/DDX17	7
BP	GO:0050684	regulation of mRNA processing	31	31/710	138/10965	6.747739160838853e-10	4.933721949766674e-7	4.653572393203076e-7	6.33221352560541	RBM15/DHX9/CDK11B/SRSF10/SRSF7/TIA1/RBM5/TRA2B/TRA2A/RBM4/CPSF7/SF1/CPSF6/PABPN1/SRSF5/RBM25/NOVA1/ZFP36L1/SRSF1/DDX5/SRSF2/PTBP1/CIRBP/DAZAP1/SUPT5H/SNRNP70/SAFB2/SRSF6/RBM39/SON/DDX17	7
BP	GO:0043484	regulation of RNA splicing	31	31/710	139/10965	8.161585823417279e-10	5.1149824296188e-7	4.824540431857644e-7	6.316544049659876	PTBP2/RBM15/SRSF10/CLK2/SRSF7/TIA1/CLK1/RBM5/TRA2B/HNRNPH1/TRA2A/RBM12B/RBM4/SF1/SLC38A2/SRSF5/RBM25/NOVA1/FUS/CDK12/SRSF1/DDX5/SRSF2/PTBP1/CIRBP/DAZAP1/SNRNP70/SRSF6/RBM39/SON/DDX17	7
BP	GO:0006913	nucleocytoplasmic transport	46	46/710	302/10965	4.099186089262199e-8	2.2478911716991583e-5	2.1202500680118033e-5	4.673612914187805	TARDBP/SRRM1/SFN/SRSF11/LMNA/UHMK1/DHX9/SMG7/ZC3H11A/SRSF7/XPO1/FAM53C/PPP1R10/CCHCR1/DDX39B/UBR5/CPSF1/RANBP6/LZTS2/UPF2/RBM4/NXF1/CPSF6/RBM26/PABPN1/SRSF5/NEMF/AKAP13/TSC2/CDH1/PKD1/SMG1/NF1/SMG6/STAT3/SRSF1/SRSF2/THOC1/TRIM28/TNPO2/AKAP8L/SYMPK/SRSF6/ANKRD54/RANGAP1/FLNA	7
BP	GO:0051169	nuclear transport	46	46/710	305/10965	5.565870279799187e-8	2.7130525463865595e-5	2.558998370747439e-5	4.591929990617552	TARDBP/SRRM1/SFN/SRSF11/LMNA/UHMK1/DHX9/SMG7/ZC3H11A/SRSF7/XPO1/FAM53C/PPP1R10/CCHCR1/DDX39B/UBR5/CPSF1/RANBP6/LZTS2/UPF2/RBM4/NXF1/CPSF6/RBM26/PABPN1/SRSF5/NEMF/AKAP13/TSC2/CDH1/PKD1/SMG1/NF1/SMG6/STAT3/SRSF1/SRSF2/THOC1/TRIM28/TNPO2/AKAP8L/SYMPK/SRSF6/ANKRD54/RANGAP1/FLNA	7
BP	GO:0048024	regulation of mRNA splicing, via spliceosome	23	23/710	101/10965	8.344521039332823e-8	3.660741379955309e-5	3.45287496901235e-5	4.461819147468998	RBM15/SRSF10/SRSF7/TIA1/RBM5/TRA2B/TRA2A/RBM4/SF1/SRSF5/RBM25/NOVA1/SRSF1/DDX5/SRSF2/PTBP1/CIRBP/DAZAP1/SNRNP70/SRSF6/RBM39/SON/DDX17	7
