ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	18	18/93	325/10965	1.8906748253660807e-10	1.6744371480559763e-7	1.431939898781674e-7	6.844075209804164	HNRNPR/SFPQ/HNRNPU/HNRNPA3/HNRNPD/HNRNPH1/SNRPC/HNRNPA2B1/LSM5/PSIP1/HNRNPK/HNRNPH3/CSTF3/SNRPF/ZCRB1/SNRPA1/HNRNPM/LSM7	5
BP	GO:0000398	mRNA splicing, via spliceosome	18	18/93	325/10965	1.8906748253660807e-10	1.6744371480559763e-7	1.431939898781674e-7	6.844075209804164	HNRNPR/SFPQ/HNRNPU/HNRNPA3/HNRNPD/HNRNPH1/SNRPC/HNRNPA2B1/LSM5/PSIP1/HNRNPK/HNRNPH3/CSTF3/SNRPF/ZCRB1/SNRPA1/HNRNPM/LSM7	5
BP	GO:0000375	RNA splicing, via transesterification reactions	18	18/93	328/10965	2.1964632462474546e-10	1.6744371480559763e-7	1.431939898781674e-7	6.844075209804164	HNRNPR/SFPQ/HNRNPU/HNRNPA3/HNRNPD/HNRNPH1/SNRPC/HNRNPA2B1/LSM5/PSIP1/HNRNPK/HNRNPH3/CSTF3/SNRPF/ZCRB1/SNRPA1/HNRNPM/LSM7	5
BP	GO:0008380	RNA splicing	19	19/93	410/10965	1.1350963214677665e-9	6.489913217991955e-7	5.550023592860817e-7	6.255705170710209	ZNF326/HNRNPR/SFPQ/HNRNPU/HNRNPA3/HNRNPD/HNRNPH1/SNRPC/HNRNPA2B1/LSM5/PSIP1/HNRNPK/HNRNPH3/CSTF3/SNRPF/ZCRB1/SNRPA1/HNRNPM/LSM7	5
BP	GO:0006397	mRNA processing	19	19/93	459/10965	7.3347410084004395e-9	3.354910537242361e-6	2.8690418512858985e-6	5.54226311656754	ZNF326/HNRNPR/SFPQ/HNRNPU/HNRNPA3/HNRNPD/HNRNPH1/SNRPC/HNRNPA2B1/LSM5/PSIP1/HNRNPK/HNRNPH3/CSTF3/SNRPF/ZCRB1/SNRPA1/HNRNPM/LSM7	5
BP	GO:0019042	viral latency	5	5/93	11/10965	1.7476355624757398e-8	6.661404218970028e-6	5.6966787282103945e-6	5.244378272468849	NUCKS1/PPIA/PSIP1/BANF1/XRCC6	5
BP	GO:0034655	nucleobase-containing compound catabolic process	18	18/93	463/10965	5.080345026950656e-8	1.6598212966623072e-5	1.4194407609134315e-5	4.847882727650455	HNRNPR/HNRNPU/SSB/HNRNPD/HMGB2/NUDT1/LSM5/SET/HMGB1/SLIRP/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/LSM7/PSMA7	5
BP	GO:0043488	regulation of mRNA stability	11	11/93	158/10965	8.651151340442315e-8	2.347536806363087e-5	2.0075591495282797e-5	4.697331650066565	HNRNPR/HNRNPU/HNRNPD/SET/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/PSMA7	5
BP	GO:0046700	heterocycle catabolic process	18	18/93	483/10965	9.644822269705298e-8	2.347536806363087e-5	2.0075591495282797e-5	4.697331650066565	HNRNPR/HNRNPU/SSB/HNRNPD/HMGB2/NUDT1/LSM5/SET/HMGB1/SLIRP/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/LSM7/PSMA7	5
BP	GO:0044270	cellular nitrogen compound catabolic process	18	18/93	485/10965	1.0264699634294216e-7	2.347536806363087e-5	2.0075591495282797e-5	4.697331650066565	HNRNPR/HNRNPU/SSB/HNRNPD/HMGB2/NUDT1/LSM5/SET/HMGB1/SLIRP/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/LSM7/PSMA7	5
BP	GO:0019439	aromatic compound catabolic process	18	18/93	490/10965	1.1977685170857233e-7	2.4902696350682266e-5	2.1296209614787314e-5	4.67169768716535	HNRNPR/HNRNPU/SSB/HNRNPD/HMGB2/NUDT1/LSM5/SET/HMGB1/SLIRP/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/LSM7/PSMA7	5
BP	GO:0043487	regulation of RNA stability	11	11/93	165/10965	1.3484742715563161e-7	2.5699672158744126e-5	2.197776488203189e-5	4.658016477006154	HNRNPR/HNRNPU/HNRNPD/SET/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/PSMA7	5
BP	GO:0045089	positive regulation of innate immune response	10	10/93	131/10965	1.462723441489433e-7	2.5732680851433335e-5	2.200599315212443e-5	4.657459026521431	SFPQ/HMGB2/MATR3/HMGB1/PSMA4/PSMB6/PSMB3/PSMA7/XRCC6/HMGB3	5
BP	GO:0061013	regulation of mRNA catabolic process	11	11/93	177/10965	2.7504028082152605e-7	4.492979444563072e-5	3.8422920433563574e-5	4.415409628543068	HNRNPR/HNRNPU/HNRNPD/SET/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/PSMA7	5
BP	GO:0006401	RNA catabolic process	15	15/93	361/10965	3.269623608395796e-7	4.985086128267457e-5	4.263130290806589e-5	4.37027139413831	HNRNPR/HNRNPU/SSB/HNRNPD/LSM5/SET/SLIRP/PSMA4/ANP32A/PSMB6/UBB/PSMB3/HNRNPM/LSM7/PSMA7	5
BP	GO:0002833	positive regulation of response to biotic stimulus	10	10/93	151/10965	5.529936933033833e-7	7.904353603655235e-5	6.7596202773532e-5	4.170077699928488	SFPQ/HMGB2/MATR3/HMGB1/PSMA4/PSMB6/PSMB3/PSMA7/XRCC6/HMGB3	5
