ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0035455	response to interferon-alpha	3	3/20	15/10965	2.32860310495396e-6	0.001930411974006833	0.0013971618629723761	2.8547532774050604	IFITM2/IFITM3/BST2	13
BP	GO:0035456	response to interferon-beta	3	3/20	21/10965	6.7593257809837065e-6	0.0028017405362177465	0.002027797734295112	2.6929753665282354	IFITM2/IFITM3/BST2	13
BP	GO:0040013	negative regulation of locomotion	5	5/20	214/10965	3.298850405773591e-5	0.005977744359670699	0.0043264736016917	2.363865941821733	IGFBP5/SEMA6A/CITED2/BST2/TIMP1	13
BP	GO:0045071	negative regulation of viral genome replication	3	3/20	36/10965	3.565903097494231e-5	0.005977744359670699	0.0043264736016917	2.363865941821733	IFITM2/IFITM3/BST2	13
BP	GO:0051271	negative regulation of cellular component movement	5	5/20	218/10965	3.6053946680764164e-5	0.005977744359670699	0.0043264736016917	2.363865941821733	IGFBP5/SEMA6A/CITED2/BST2/TIMP1	13
BP	GO:1903901	negative regulation of viral life cycle	3	3/20	51/10965	1.0220604710148453e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	IFITM2/IFITM3/BST2	13
BP	GO:0060337	type I interferon signaling pathway	3	3/20	59/10965	1.5807127576306402e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	IFITM2/IFITM3/BST2	13
BP	GO:0071357	cellular response to type I interferon	3	3/20	59/10965	1.5807127576306402e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	IFITM2/IFITM3/BST2	13
BP	GO:0043901	negative regulation of multi-organism process	2	2/20	11/10965	1.7214288796691912e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	BST2/TIMP1	13
BP	GO:0046597	negative regulation of viral entry into host cell	2	2/20	11/10965	1.7214288796691912e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	IFITM2/IFITM3	13
BP	GO:0034340	response to type I interferon	3	3/20	62/10965	1.8325468674448535e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	IFITM2/IFITM3/BST2	13
BP	GO:0048525	negative regulation of viral process	3	3/20	64/10965	2.0141138908153657e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	IFITM2/IFITM3/BST2	13
BP	GO:0021954	central nervous system neuron development	3	3/20	65/10965	2.109115897184857e-4	0.013449669836663434	0.00973438106393011	2.011691656785462	NRP2/MAP2/CDH11	13
BP	GO:0045926	negative regulation of growth	4	4/20	176/10965	2.541939998420705e-4	0.014352704858102831	0.010387964915394088	1.9834695258386992	MAP2/IGFBP5/SEMA6A/BST2	13
BP	GO:0045069	regulation of viral genome replication	3	3/20	70/10965	2.6278249300598215e-4	0.014352704858102831	0.010387964915394088	1.9834695258386992	IFITM2/IFITM3/BST2	13
BP	GO:0030336	negative regulation of cell migration	4	4/20	180/10965	2.7701239774384235e-4	0.014352704858102831	0.010387964915394088	1.9834695258386992	IGFBP5/CITED2/BST2/TIMP1	13
BP	GO:2000146	negative regulation of cell motility	4	4/20	190/10965	3.404845102215026e-4	0.016603626998448567	0.012017100360758915	1.9202003118041073	IGFBP5/CITED2/BST2/TIMP1	13
BP	GO:0016049	cell growth	5	5/20	367/10965	0.00041821225563386276	0.01910415508879698	0.013826891499732439	1.8592754450716606	NRP2/MAP2/IGFBP5/SEMA6A/BST2	13
BP	GO:0060485	mesenchyme development	4	4/20	203/10965	4.3785156415819385e-4	0.01910415508879698	0.013826891499732439	1.8592754450716606	S100A4/NRP2/SEMA6A/CITED2	13
BP	GO:0006775	fat-soluble vitamin metabolic process	2	2/20	19/10965	5.305431445651399e-4	0.02199101334222505	0.015916294336954198	1.7981580381274926	CRABP1/PLTP	13
BP	GO:0019079	viral genome replication	3	3/20	91/10965	5.691219777902084e-4	0.022466767599432513	0.016260627936863097	1.7888626872629256	IFITM2/IFITM3/BST2	13
BP	GO:0048675	axon extension	3	3/20	105/10965	8.640117869165815e-4	0.03193655305317474	0.023114513669366527	1.6361152397094567	NRP2/MAP2/SEMA6A	13
BP	GO:0034341	response to interferon-gamma	3	3/20	106/10965	8.881436643278757e-4	0.03193655305317474	0.023114513669366527	1.6361152397094567	IFITM2/IFITM3/BST2	13
BP	GO:0046596	regulation of viral entry into host cell	2	2/20	25/10965	9.246894307345562e-4	0.03193655305317474	0.023114513669366527	1.6361152397094567	IFITM2/IFITM3	13
BP	GO:1903900	regulation of viral life cycle	3	3/20	109/10965	9.631047362236052e-4	0.03193655305317474	0.023114513669366527	1.6361152397094567	IFITM2/IFITM3/BST2	13
BP	GO:0038084	vascular endothelial growth factor signaling pathway	2	2/20	28/10965	0.0011612932703049662	0.037027389272416035	0.02679907546857615	1.5718801882779863	NRP2/SEMA6A	13
BP	GO:0052372	modulation by symbiont of entry into host	2	2/20	30/10965	0.0013334902577833473	0.04070383848483391	0.029459955477563752	1.5307679138363273	IFITM2/IFITM3	13
BP	GO:0048846	axon extension involved in axon guidance	2	2/20	31/10965	0.0014238978480822478	0.04070383848483391	0.029459955477563752	1.5307679138363273	NRP2/SEMA6A	13
BP	GO:1902284	neuron projection extension involved in neuron projection guidance	2	2/20	31/10965	0.0014238978480822478	0.04070383848483391	0.029459955477563752	1.5307679138363273	NRP2/SEMA6A	13
