ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0030855	epithelial cell differentiation	53	53/357	406/10965	1.6915319055746504e-18	6.58005911268539e-15	5.3131907434050066e-15	14.274644592650157	PDPN/CLIC4/SFN/RAB25/ELF3/TAGLN2/FLNB/SLC7A11/BASP1/MSX2/DSP/PERP/EZR/NPY/CLDN3/DLX5/ESRP1/GRHL2/STC1/TJP2/ANXA1/B4GALT1/CTSV/GATA3/CDK1/PKP3/CAPN1/TAGLN/ST14/KRT18/PKP2/KRT8/KLF5/LGALS3/PRKCH/BMP4/SIX1/IQGAP1/NR2F2/CDH3/PPL/PRSS8/SLC9A3R1/TRIM16/KRT19/DLX3/DSG2/DSC2/SPINT2/BMP2/ID1/ATF4/RAP2C	19
BP	GO:0030216	keratinocyte differentiation	23	23/357	84/10965	1.264226174404787e-15	2.458919909217311e-12	1.9855004760125707e-12	11.702130004480427	CLIC4/SFN/FLNB/MSX2/DSP/PERP/GRHL2/ANXA1/CTSV/PKP3/CAPN1/ST14/KRT18/PKP2/KRT8/PRKCH/CDH3/PPL/PRSS8/TRIM16/KRT19/DSG2/DSC2	19
BP	GO:0031424	keratinization	15	15/357	30/10965	3.6447482114361815e-15	4.726023514162249e-12	3.81611532032476e-12	11.418378509695419	SFN/DSP/PERP/PKP3/CAPN1/ST14/KRT18/PKP2/KRT8/CDH3/PPL/PRSS8/KRT19/DSG2/DSC2	19
BP	GO:0009913	epidermal cell differentiation	26	26/357	122/10965	1.2415507582453211e-14	1.2074081123935748e-11	9.749440691063257e-12	11.01102029832734	CLIC4/SFN/FLNB/MSX2/DSP/PERP/ESRP1/GRHL2/ANXA1/CTSV/PKP3/CAPN1/ST14/KRT18/PKP2/KRT8/PRKCH/BMP4/CDH3/PPL/PRSS8/SLC9A3R1/TRIM16/KRT19/DSG2/DSC2	19
BP	GO:0070268	cornification	13	13/357	23/10965	3.173885552202897e-14	2.469282959613854e-11	1.993868313215462e-11	10.70030352843782	DSP/PERP/PKP3/CAPN1/ST14/KRT18/PKP2/KRT8/PPL/PRSS8/KRT19/DSG2/DSC2	19
BP	GO:0043588	skin development	29	29/357	168/10965	1.1641088906523707e-13	7.547305974396204e-11	6.09421215738013e-11	10.21508243078685	CLIC4/SFN/DHCR24/COL5A2/FLNB/MSX2/DSP/TFAP2B/PERP/CLDN4/GRHL2/FZD6/ANXA1/CTSV/PKP3/CAPN1/ST14/KRT18/PKP2/KRT8/PRKCH/CDH3/PPL/PRSS8/TRIM16/KRT19/DSG2/DSC2/GNAS	19
BP	GO:0008544	epidermis development	29	29/357	197/10965	7.430565843852469e-12	4.129271590369443e-9	3.3342569139933485e-9	8.477000939591731	CLIC4/SFN/CRABP2/FLNB/MSX2/DSP/PERP/ESRP1/GRHL2/FZD6/ANXA1/CTSV/PKP3/CAPN1/ST14/KRT18/PKP2/KRT8/PRKCH/BMP4/CDH3/PPL/PRSS8/SLC9A3R1/TRIM16/KRT19/DSG2/DSC2/INSR	19
BP	GO:0006695	cholesterol biosynthetic process	16	16/357	58/10965	2.6281277370406802e-11	1.1359352107875829e-8	9.172319493952503e-9	8.037520826157104	FDPS/DHCR24/LBR/MSMO1/ELOVL6/HMGCR/HMGCS1/ACAT2/INSIG1/FDFT1/SQLE/SCD/IDI1/DHCR7/ACLY/EBP	19
BP	GO:1902653	secondary alcohol biosynthetic process	16	16/357	58/10965	2.6281277370406802e-11	1.1359352107875829e-8	9.172319493952503e-9	8.037520826157104	FDPS/DHCR24/LBR/MSMO1/ELOVL6/HMGCR/HMGCS1/ACAT2/INSIG1/FDFT1/SQLE/SCD/IDI1/DHCR7/ACLY/EBP	19
BP	GO:0016126	sterol biosynthetic process	16	16/357	62/10965	7.977348671247678e-11	3.1031886331153466e-8	2.5057272036845336e-8	7.6010662120263595	FDPS/DHCR24/LBR/MSMO1/ELOVL6/HMGCR/HMGCS1/ACAT2/INSIG1/FDFT1/SQLE/SCD/IDI1/DHCR7/ACLY/EBP	19
