ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0006260	DNA replication	69	69/333	241/10965	4.974335301272681e-49	1.461957145044041e-45	1.2373004544112996e-45	44.90752482757488	RBBP4/NASP/CACYBP/DTL/CLSPN/NUCKS1/RRM2/MCM6/BARD1/MCM2/RFC4/RFC1/CCNA2/GMNN/PRIM2/MCM3/MMS22L/FBXO5/RFC2/MCM7/ESCO2/GINS4/MCM4/DSCC1/RMI1/MCM10/CDK1/SMC3/DNA2/RRM1/FAM111B/FAM111A/FEN1/POLA2/POLD3/CHEK1/SSRP1/RFC5/RECQL/TIMELESS/PRIM1/E2F7/BRCA2/RFC3/SUPT16H/WDHD1/DUT/BLM/RMI2/ORC6/CDT1/RFWD3/GINS2/ATAD5/CDC6/BRCA1/ALYREF/RBBP8/CHAF1A/RNASEH2A/CCNE1/LIG1/MCM8/MGME1/GINS1/PCNA/CDC45/MCM5/RBBP7	4
BP	GO:0006281	DNA repair	76	76/333	467/10965	2.870069990810822e-35	4.2175678514965025e-32	3.5694607306768277e-32	31.447397391557796	RAD54L/USP1/BTG2/DTL/CLSPN/UBE2T/NUCKS1/PARP1/MSH2/RIF1/XRCC5/FANCL/MCM6/BARD1/FANCD2/MCM2/RFC4/RFC1/HMGB2/CDC5L/DEK/MCM3/MMS22L/ASCC3/NUDT1/RFC2/MCM7/XRCC2/ESCO2/GINS4/MCM4/PRKDC/RMI1/RBM17/CDK1/SMC3/DNA2/NSMCE4A/DDB2/FEN1/POLD3/CHEK1/SSRP1/CDCA5/RAD51AP1/UNG/RFC5/FOXM1/RECQL/TIMELESS/UBE2N/BRCA2/RFC3/HMGB1/SUPT16H/WDHD1/FANCI/BLM/RMI2/KIF22/FUS/RFWD3/GINS2/COPS3/BRCA1/RBBP8/CHAF1A/RNASEH2A/LIG1/MCM8/MGME1/PCNA/CDC45/MCM5/XRCC6/SMC1A	4
BP	GO:0071103	DNA conformation change	55	55/333	238/10965	1.4971896359417939e-33	1.4667467800109773e-30	1.2413540735896349e-30	29.90610432625814	RBBP4/NASP/RAD54L/ITGB3BP/PARP1/NCAPH/HAT1/XRCC5/MCM6/HJURP/MCM2/SMC4/RFC4/NCAPG/HMGB2/CENPH/CENPK/CENPQ/CENPW/SRPK1/MCM3/ASCC3/RFC2/MCM7/NCAPG2/GINS4/MCM4/DSCC1/SMC2/CDK1/HELLS/DNA2/DDB2/NAP1L4/CDCA5/RFC5/RECQL/RFC3/HMGB1/MIS18BP1/NUSAP1/BLM/CENPN/GINS2/CENPV/TOP2A/CHAF1A/DNMT1/ASF1B/MCM8/MIS18A/MCM5/XRCC6/CENPM/RBBP7	4
BP	GO:0006261	DNA-dependent DNA replication	43	43/333	132/10965	3.796346586984701e-33	2.7893656547870093e-30	2.360728153959171e-30	29.626954020559044	NUCKS1/MCM6/MCM2/RFC4/RFC1/GMNN/PRIM2/MCM3/MMS22L/FBXO5/RFC2/MCM7/GINS4/MCM4/DSCC1/MCM10/DNA2/FEN1/POLA2/POLD3/RFC5/RECQL/TIMELESS/PRIM1/E2F7/BRCA2/RFC3/WDHD1/BLM/ORC6/CDT1/RFWD3/GINS2/ATAD5/CDC6/ALYREF/CCNE1/LIG1/MGME1/GINS1/PCNA/CDC45/MCM5	4
BP	GO:0007059	chromosome segregation	56	56/333	274/10965	3.7242178756346552e-31	2.18909526729805e-28	1.8527003873946717e-28	27.73219480767621	KIF2C/NUF2/CENPF/NCAPH/SPC25/HJURP/FANCD2/SMC4/NAA50/TACC3/NCAPG/MAD2L1/CENPH/CENPK/KIFC1/CENPQ/CENPW/SRPK1/FBXO5/NCAPG2/ESCO2/DSCC1/RMI1/SMC2/SMC3/BUB3/ZWINT/MKI67/FEN1/CDCA5/RAN/SKA3/DLGAP5/NUSAP1/KIF23/PRC1/UBE2I/RMI2/KIF22/CENPN/CDT1/CDC6/TUBG1/KPNB1/BIRC5/ANAPC11/AURKB/TOP2A/BRCA1/NDC80/SKA1/CCNE1/NUP62/DSN1/MIS18A/SMC1A	4
BP	GO:0051301	cell division	73	73/333	493/10965	4.754196029607961e-31	2.328763688502966e-28	1.9709061785901078e-28	27.70533404902873	NUDC/KIF2C/CKS1B/NUF2/CENPF/STMN1/ITGB3BP/ASPM/NCAPH/SPC25/SMC4/CDC25A/TACC3/NCAPG/MAD2L1/CCNA2/TUBB/KIFC1/CENPW/FBXO5/DYNLT1/ANLN/PTN/NCAPG2/CKS2/SMC2/HAUS6/MASTL/CDK1/KIF20B/KIF11/HELLS/SMC3/BUB3/ZWINT/CDCA5/KNTC1/RAN/TUBA1B/TIMELESS/CDK4/E2F7/BRCA2/CKAP2/SKA3/VRK1/MIS18BP1/NUSAP1/KIF23/BLM/PRC1/UBE2I/CCP110/ORC6/CDT1/CDC6/BIRC5/ANAPC11/AURKB/CENPV/TOP2A/NDC80/RBBP8/HAUS1/SKA1/CCNE1/SPC24/LIG1/NUP62/TPX2/DSN1/MIS18A/SMC1A	4
BP	GO:0000280	nuclear division	58	58/333	332/10965	1.947984811571146e-28	8.178753373153711e-26	6.921937007131757e-26	25.15977235730707	KIF2C/RAD54L/NUF2/CENPF/ASPM/NCAPH/FANCD2/SMC4/NAA50/TACC3/NCAPG/MND1/MAD2L1/CENPK/KIFC1/FBXO5/ANLN/NCAPG2/DSCC1/RMI1/CKS2/SMC2/MASTL/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/CHEK1/CDCA5/KNTC1/RAN/BRCA2/VRK1/DLGAP5/NUSAP1/KIF23/PRC1/KIF22/CDT1/CDC6/TUBG1/KPNB1/BIRC5/ANAPC11/AURKB/TOP2A/PSMC3IP/NDC80/CCNE1/NUP62/TPX2/MYBL2/DSN1/RANBP1/SMC1A	4
BP	GO:0044772	mitotic cell cycle phase transition	70	70/333	500/10965	3.430920503629757e-28	1.260434420020982e-25	1.0667454144838312e-25	24.97193921532466	NASP/CKS1B/BTG2/DTL/CENPF/CLSPN/RRM2/MCM6/MCM2/CDC25A/TACC3/MAD2L1/CCNA2/SKP2/DHFR/GMNN/TUBB/PRIM2/MCM3/FBXO5/ANLN/MCM7/EZH2/EIF4EBP1/MCM4/PRKDC/MELK/CEP78/CKS2/HAUS6/MCM10/MASTL/CDK1/BUB3/POLA2/PSMC3/CDCA5/KNTC1/FOXM1/PRIM1/CDK4/E2F7/TRIAP1/TFDP1/DLGAP5/HSP90AA1/BLM/CCP110/ORC6/CDT1/NAE1/RFWD3/ATAD5/CDC6/TUBG1/ANAPC11/AURKB/BRCA1/TYMS/NDC80/RBBP8/HAUS1/CCNE1/BAX/MCM8/TPX2/PCNA/CDC45/MCM5/GTSE1	4
BP	GO:0048285	organelle fission	58	58/333	369/10965	6.05092387878496e-26	1.9759628088609997e-23	1.6723196638092234e-23	22.776680703596128	KIF2C/RAD54L/NUF2/CENPF/ASPM/NCAPH/FANCD2/SMC4/NAA50/TACC3/NCAPG/MND1/MAD2L1/CENPK/KIFC1/FBXO5/ANLN/NCAPG2/DSCC1/RMI1/CKS2/SMC2/MASTL/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/CHEK1/CDCA5/KNTC1/RAN/BRCA2/VRK1/DLGAP5/NUSAP1/KIF23/PRC1/KIF22/CDT1/CDC6/TUBG1/KPNB1/BIRC5/ANAPC11/AURKB/TOP2A/PSMC3IP/NDC80/CCNE1/NUP62/TPX2/MYBL2/DSN1/RANBP1/SMC1A	4
BP	GO:0044786	cell cycle DNA replication	27	27/333	59/10965	7.477483340697564e-26	2.1976323538310138e-23	1.8599255930598257e-23	22.730504429529343	MCM6/MCM2/RFC4/RFC1/GMNN/PRIM2/MCM3/FBXO5/RFC2/MCM7/MCM4/DNA2/FEN1/POLA2/POLD3/RFC5/PRIM1/E2F7/BRCA2/RFC3/CDT1/ATAD5/LIG1/GINS1/PCNA/CDC45/MCM5	4
BP	GO:0006310	DNA recombination	45	45/333	220/10965	4.225772557886012e-25	1.1290495952388172e-22	9.555502922760428e-23	22.01974645033249	RAD54L/NUCKS1/PARP1/MSH2/RIF1/XRCC5/MCM6/HSPD1/FANCD2/MCM2/MND1/HMGB2/MCM3/MMS22L/MCM7/XRCC2/GINS4/MCM4/PRKDC/RMI1/NSMCE4A/FEN1/CHEK1/RAD51AP1/UNG/RECQL/TIMELESS/UBE2N/BRCA2/HMGB1/BLM/RMI2/FUS/RFWD3/GINS2/ATAD5/TOP2A/PSMC3IP/BRCA1/ALYREF/RBBP8/MCM8/CDC45/MCM5/XRCC6	4
BP	GO:0140014	mitotic nuclear division	47	47/333	250/10965	1.6284544940065198e-24	3.988356464904301e-22	3.37547190292755e-22	21.47166550268162	KIF2C/NUF2/CENPF/NCAPH/SMC4/NAA50/TACC3/NCAPG/MAD2L1/CENPK/KIFC1/FBXO5/ANLN/NCAPG2/DSCC1/SMC2/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/CHEK1/CDCA5/KNTC1/RAN/VRK1/DLGAP5/NUSAP1/KIF23/PRC1/KIF22/CDT1/CDC6/TUBG1/KPNB1/BIRC5/ANAPC11/AURKB/NDC80/NUP62/TPX2/MYBL2/DSN1/RANBP1/SMC1A	4
BP	GO:0033260	nuclear DNA replication	25	25/333	55/10965	6.355237491593427e-24	1.4367725375225446e-21	1.2159859265291716e-21	20.915071451433423	MCM6/MCM2/RFC4/RFC1/GMNN/PRIM2/MCM3/RFC2/MCM7/MCM4/DNA2/FEN1/POLA2/POLD3/RFC5/PRIM1/BRCA2/RFC3/CDT1/ATAD5/LIG1/GINS1/PCNA/CDC45/MCM5	4
BP	GO:0000819	sister chromatid segregation	39	39/333	172/10965	1.3891444663606113e-23	2.916211133309883e-21	2.468081484218139e-21	20.6076405060804	KIF2C/NUF2/CENPF/NCAPH/SMC4/NAA50/TACC3/NCAPG/MAD2L1/CENPK/KIFC1/FBXO5/NCAPG2/ESCO2/DSCC1/SMC2/SMC3/BUB3/ZWINT/FEN1/CDCA5/RAN/DLGAP5/NUSAP1/KIF23/PRC1/RMI2/KIF22/CDT1/CDC6/TUBG1/KPNB1/ANAPC11/AURKB/TOP2A/NDC80/NUP62/DSN1/SMC1A	4
BP	GO:0098813	nuclear chromosome segregation	43	43/333	217/10965	1.9849662847869014e-23	3.889210607325802e-21	3.291561635755402e-21	20.482598008164842	KIF2C/NUF2/CENPF/NCAPH/FANCD2/SMC4/NAA50/TACC3/NCAPG/MAD2L1/CENPK/KIFC1/CENPQ/FBXO5/NCAPG2/ESCO2/DSCC1/RMI1/SMC2/SMC3/BUB3/ZWINT/FEN1/CDCA5/RAN/DLGAP5/NUSAP1/KIF23/PRC1/RMI2/KIF22/CDT1/CDC6/TUBG1/KPNB1/ANAPC11/AURKB/TOP2A/NDC80/CCNE1/NUP62/DSN1/SMC1A	4
BP	GO:0006302	double-strand break repair	41	41/333	203/10965	1.0570010999137166e-22	1.941578895404008e-20	1.6432194730895476e-20	19.784304427078574	RAD54L/NUCKS1/PARP1/MSH2/RIF1/XRCC5/MCM6/BARD1/FANCD2/MCM2/DEK/MCM3/MMS22L/MCM7/XRCC2/ESCO2/GINS4/MCM4/PRKDC/RMI1/DNA2/FEN1/CHEK1/CDCA5/RAD51AP1/FOXM1/RECQL/TIMELESS/UBE2N/BRCA2/BLM/RMI2/FUS/RFWD3/GINS2/BRCA1/RBBP8/MCM8/CDC45/MCM5/XRCC6	4
BP	GO:0065004	protein-DNA complex assembly	35	35/333	150/10965	1.0818652393076987e-21	1.870354081367839e-19	1.5829396659344227e-19	18.800535638044217	RBBP4/NASP/CENPF/ITGB3BP/PARP1/HAT1/MCM6/HJURP/MCM2/HMGB2/CENPH/CENPK/GMNN/CENPQ/CENPW/MCM3/MCM7/MCM4/HELLS/DDB2/NAP1L4/PSMC3/HMGB1/MIS18BP1/DLGAP5/CENPN/CDT1/CENPV/CHAF1A/ASF1B/MIS18A/CDC45/MCM5/CENPM/RBBP7	4
BP	GO:0000070	mitotic sister chromatid segregation	34	34/333	146/10965	4.541310003186338e-21	7.414950055202581e-19	6.275506162297847e-19	18.202351239627397	KIF2C/NUF2/CENPF/NCAPH/SMC4/NAA50/TACC3/NCAPG/MAD2L1/CENPK/KIFC1/FBXO5/NCAPG2/DSCC1/SMC2/BUB3/ZWINT/CDCA5/RAN/DLGAP5/NUSAP1/KIF23/PRC1/KIF22/CDT1/CDC6/TUBG1/KPNB1/ANAPC11/AURKB/NDC80/NUP62/DSN1/SMC1A	4
BP	GO:0071824	protein-DNA complex subunit organization	37	37/333	181/10965	9.376437504783887e-21	1.4503868329768338e-18	1.2275081342827883e-18	17.910975621272264	RBBP4/NASP/CENPF/ITGB3BP/PARP1/HAT1/PTMA/MCM6/HJURP/MCM2/HMGB2/CENPH/CENPK/GMNN/CENPQ/CENPW/MCM3/MCM7/MCM4/HELLS/DDB2/NAP1L4/PSMC3/HMGB1/SUPT16H/MIS18BP1/DLGAP5/CENPN/CDT1/CENPV/CHAF1A/ASF1B/MIS18A/CDC45/MCM5/CENPM/RBBP7	4
