ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0030855	epithelial cell differentiation	26	26/137	406/10965	4.4050101612577594e-12	1.177459216104199e-8	9.264431897045266e-9	8.03318120684081	SFN/HES5/ERRFI1/ID3/PALLD/FAT1/F2RL1/DSP/BMP5/PERP/NPY/STC1/TJP2/FGF8/KRT18/KRT8/ZFP36L1/GREM1/PRSS8/MAF/TRIM16/KRT19/DLX3/ID1/WNT7B/PGK1	2
BP	GO:0030216	keratinocyte differentiation	11	11/137	84/10965	6.603820646472295e-9	8.826006294010223e-6	6.9444387640271825e-6	5.158362847339633	SFN/ERRFI1/PALLD/DSP/PERP/KRT18/KRT8/ZFP36L1/PRSS8/TRIM16/KRT19	2
BP	GO:0043588	skin development	14	14/137	168/10965	2.1112193103294645e-8	1.46077993600056e-5	1.1493643302928383e-5	4.939542285014543	GRHL3/SFN/ERRFI1/IGFBP5/PALLD/DSP/PERP/CLDN4/KRT18/KRT8/ZFP36L1/PRSS8/TRIM16/KRT19	2
BP	GO:0008544	epidermis development	15	15/137	197/10965	2.185978205762155e-8	1.46077993600056e-5	1.1493643302928383e-5	4.939542285014543	GRHL3/SFN/HES5/ERRFI1/CRABP2/IGFBP5/PALLD/DSP/PERP/KRT18/KRT8/ZFP36L1/PRSS8/TRIM16/KRT19	2
BP	GO:0009913	epidermal cell differentiation	12	12/137	122/10965	3.586673514847258e-8	1.917435661037344e-5	1.50866814371891e-5	4.82140627990741	SFN/HES5/ERRFI1/PALLD/DSP/PERP/KRT18/KRT8/ZFP36L1/PRSS8/TRIM16/KRT19	2
BP	GO:0031424	keratinization	7	7/137	30/10965	6.527879484309962e-8	2.9081703102600882e-5	2.2881935455528608e-5	4.640507243772982	SFN/DSP/PERP/KRT18/KRT8/PRSS8/KRT19	2
BP	GO:0070268	cornification	6	6/137	23/10965	2.8894003348256076e-7	1.1033381564269783e-4	8.681235893205359e-5	4.061418442635579	DSP/PERP/KRT18/KRT8/PRSS8/KRT19	2
BP	GO:0061061	muscle structure development	20	20/137	435/10965	4.28634817143814e-7	1.4321760827817686e-4	1.1268583745438691e-4	3.9481306633852102	ID3/VAMP5/IGFBP5/PAX3/BOC/MSX1/DSP/UTRN/FGF8/CDON/CD9/PRICKLE1/KRT8/CSRP2/ZFP36L1/GREM1/KRT19/CALR/PLD3/DMD	2
BP	GO:0051271	negative regulation of cellular component movement	14	14/137	218/10965	5.433866057451595e-7	1.6138582190631238e-4	1.2698086997413202e-4	3.896261701803558	GADD45A/IGFBP5/PTPRG/BMP5/CITED2/SEMA3E/STC1/CD9/DACH1/GREM1/CALR/APOE/BST2/TIMP1	2
BP	GO:0050819	negative regulation of coagulation	6	6/137	28/10965	1.0243594935044609e-6	2.5810787741149837e-4	2.0308328472568715e-4	3.6923258208105496	TFPI/ANXA5/PLAU/CD9/ANXA2/APOE	2
BP	GO:0050818	regulation of coagulation	7	7/137	44/10965	1.0621723350267422e-6	2.5810787741149837e-4	2.0308328472568715e-4	3.6923258208105496	TFPI/ANXA5/F2RL1/PLAU/CD9/ANXA2/APOE	2
