ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0007423	sensory organ development	11	11/34	385/10965	1.1993948142165857e-8	1.2237025963093483e-5	8.828064517470479e-6	5.054134501577552	SOX11/SIX3/FZD5/EPHA4/ZIC1/SOX2/PTN/FZD3/FGF8/SMOC1/SOX3	24
BP	GO:0048598	embryonic morphogenesis	11	11/34	401/10965	1.8291518629437195e-8	1.2237025963093483e-5	8.828064517470479e-6	5.054134501577552	SOX11/SIX3/LRP2/FZD5/ZIC1/SOX2/SFRP2/RSPO3/FZD3/FGF8/ETS2	24
BP	GO:0009952	anterior/posterior pattern specification	7	7/34	131/10965	1.216358589161715e-7	4.685091805781028e-5	3.3799301281576604e-5	4.471092277612647	SIX3/FZD5/FEZF2/SFRP2/FEZF1/FGF8/ETS2	24
BP	GO:0007389	pattern specification process	9	9/34	290/10965	1.641273005702449e-7	4.685091805781028e-5	3.3799301281576604e-5	4.471092277612647	SIX3/LRP2/FZD5/ZIC1/FEZF2/SFRP2/FEZF1/FGF8/ETS2	24
BP	GO:0021871	forebrain regionalization	4	4/34	17/10965	1.782010358451289e-7	4.685091805781028e-5	3.3799301281576604e-5	4.471092277612647	SIX3/FEZF2/FEZF1/FGF8	24
BP	GO:0021536	diencephalon development	5	5/34	44/10965	2.1009380294982188e-7	4.685091805781028e-5	3.3799301281576604e-5	4.471092277612647	SIX3/SOX2/PTN/FGF8/SOX3	24
BP	GO:0072089	stem cell proliferation	6	6/34	88/10965	2.525394023335337e-7	4.8271102903181153e-5	3.482385442704518e-5	4.458123161313073	SOX11/SIX3/SFRP2/PTN/FZD3/SOX5	24
BP	GO:0003002	regionalization	8	8/34	223/10965	2.971880139927493e-7	4.9704695340287326e-5	3.585808010938831e-5	4.445412966871422	SIX3/LRP2/FZD5/FEZF2/SFRP2/FEZF1/FGF8/ETS2	24
BP	GO:0021983	pituitary gland development	4	4/34	25/10965	9.307007774745841e-7	1.383641822512215e-4	9.981901905780042e-5	4.000786702350858	SIX3/SOX2/FGF8/SOX3	24
BP	GO:0090596	sensory organ morphogenesis	7	7/34	180/10965	1.0576495223430703e-6	1.415135060895028e-4	1.0209101178827322e-4	3.9910124920226466	SOX11/SIX3/FZD5/ZIC1/PTN/FZD3/FGF8	24
BP	GO:0061351	neural precursor cell proliferation	6	6/34	115/10965	1.235603599819609e-6	1.502943287780579e-4	1.0842569387890733e-4	3.9648677898680056	SIX3/LRP2/PTN/FZD3/FGF8/SOX5	24
BP	GO:0030900	forebrain development	8	8/34	284/10965	1.8552552014260833e-6	2.0686095495900828e-4	1.4923412453576477e-4	3.826131857808146	SIX3/LRP2/SOX2/FEZF2/FEZF1/PTN/FGF8/SOX3	24
BP	GO:0051962	positive regulation of nervous system development	9	9/34	393/10965	2.1069834505750543e-6	2.1685721975918634e-4	1.564456537795405e-4	3.805636497495617	SOX11/LRP2/EPHA4/FEZF2/TPBG/FEZF1/PTN/FZD3/SYT1	24
BP	GO:0050768	negative regulation of neurogenesis	7	7/34	213/10965	3.2577888107329836e-6	3.1135153062576655e-4	2.246159653715899e-4	3.6485593779661034	SOX11/SIX3/EPHA4/SOX2/FEZF2/PTN/SOX3	24
BP	GO:0045165	cell fate commitment	6	6/34	144/10965	4.59082415408504e-6	4.0950151454438556e-4	2.95423561354104e-4	3.5295548707098643	SOX2/FEZF2/SFRP2/FGF8/SOX5/ETS2	24
BP	GO:0051961	negative regulation of nervous system development	7	7/34	229/10965	5.260461050658043e-6	4.399060553612788e-4	3.1735807785877797e-4	3.498450442915347	SOX11/SIX3/EPHA4/SOX2/FEZF2/PTN/SOX3	24
BP	GO:0010721	negative regulation of cell development	7	7/34	236/10965	6.4140945432881855e-6	5.048269705246819e-4	3.6419347964057375e-4	3.4386678338883474	SOX11/SIX3/EPHA4/SOX2/FEZF2/PTN/SOX3	24
BP	GO:0050769	positive regulation of neurogenesis	8	8/34	358/10965	1.0301522142875877e-5	7.388631735220355e-4	5.330324365665223e-4	3.273246362093079	SOX11/LRP2/EPHA4/FEZF2/FEZF1/PTN/FZD3/SYT1	24
BP	GO:0007405	neuroblast proliferation	4	4/34	45/10965	1.049207794986448e-5	7.388631735220355e-4	5.330324365665223e-4	3.273246362093079	SIX3/PTN/FZD3/SOX5	24
BP	GO:0048729	tissue morphogenesis	9	9/34	488/10965	1.2322160182494439e-5	8.24352516208878e-4	5.947063624919685e-4	3.2256974151574034	SOX11/SIX3/LRP2/FZD5/EPHA4/SFRP2/RSPO3/FZD3/FGF8	24
BP	GO:0072091	regulation of stem cell proliferation	4	4/34	48/10965	1.3612382267066786e-5	8.673032130159695e-4	6.256919568371049e-4	3.2036394277677465	SOX11/SIX3/PTN/FZD3	24
BP	GO:0048562	embryonic organ morphogenesis	6	6/34	186/10965	1.9909141268244504e-5	0.0012108377734959613	8.735254805253691e-4	3.0587244222320917	SOX11/SIX3/FZD5/ZIC1/FZD3/FGF8	24
BP	GO:0003151	outflow tract morphogenesis	4	4/34	54/10965	2.18353705525811e-5	0.0012521688751305766	9.033426626502548e-4	3.044147478623924	SOX11/LRP2/SFRP2/FGF8	24
