ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0097193	intrinsic apoptotic signaling pathway	10	10/61	232/10965	5.191054336487787e-7	8.94763121732407e-4	7.224289443745579e-4	3.141204862181911	ENO1/PHLDA3/GPX1/CDKN1A/TNFRSF10B/RRM2B/DDIT4/TRIAP1/BAX/BBC3	20
BP	GO:0097190	apoptotic signaling pathway	13	13/61	455/10965	9.673114829539535e-7	8.94763121732407e-4	7.224289443745579e-4	3.141204862181911	ENO1/PHLDA3/FAM162A/GPX1/CDKN1A/TNFRSF10B/FGFR1/RRM2B/DDIT4/BLOC1S2/TRIAP1/BAX/BBC3	20
BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	6	6/61	67/10965	1.7673085435205655e-6	0.0010898402685043487	8.799336221949764e-4	3.05555008762451	PHLDA3/CDKN1A/RRM2B/DDIT4/TRIAP1/BAX	20
BP	GO:0090199	regulation of release of cytochrome c from mitochondria	5	5/61	40/10965	2.5551169266197982e-6	0.0011817415785616567	9.541344523351301e-4	3.0203904221587243	FAM162A/GPX1/TRIAP1/BAX/BBC3	20
BP	GO:0052548	regulation of endopeptidase activity	9	9/61	244/10965	7.300281706845535e-6	0.002430999426254791	0.001962781329078549	2.7071280818897794	TFPI/FAM162A/GPX1/TNFRSF10B/TRIAP1/BAX/BST2/BBC3/TIMP1	20
BP	GO:0001836	release of cytochrome c from mitochondria	5	5/61	50/10965	7.884322463529053e-6	0.002430999426254791	0.001962781329078549	2.7071280818897794	FAM162A/GPX1/TRIAP1/BAX/BBC3	20
BP	GO:0052547	regulation of peptidase activity	9	9/61	267/10965	1.5064319986896165e-5	0.0039081676105928885	0.0031554422983961924	2.500939757088715	TFPI/FAM162A/GPX1/TNFRSF10B/TRIAP1/BAX/BST2/BBC3/TIMP1	20
BP	GO:0048145	regulation of fibroblast proliferation	5	5/61	60/10965	1.9476363935001843e-5	0.0039081676105928885	0.0031554422983961924	2.500939757088715	S100A6/CDKN1A/PDGFA/FTH1/BAX	20
BP	GO:0008637	apoptotic mitochondrial changes	6	6/61	102/10965	2.051002583844407e-5	0.0039081676105928885	0.0031554422983961924	2.500939757088715	FAM162A/GPX1/BLOC1S2/TRIAP1/BAX/BBC3	20
BP	GO:0048144	fibroblast proliferation	5	5/61	61/10965	2.1125230327529126e-5	0.0039081676105928885	0.0031554422983961924	2.500939757088715	S100A6/CDKN1A/PDGFA/FTH1/BAX	20
BP	GO:2001233	regulation of apoptotic signaling pathway	9	9/61	314/10965	5.400517428516671e-5	0.00908268840250531	0.007333334192406849	2.134698523021429	ENO1/FAM162A/GPX1/TNFRSF10B/FGFR1/RRM2B/TRIAP1/BAX/BBC3	20
BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	4	4/61	40/10965	6.820229571628189e-5	0.010115004744806845	0.00816682317660365	2.0879468474060667	PHLDA3/CDKN1A/DDIT4/TRIAP1	20
BP	GO:0035455	response to interferon-alpha	3	3/61	15/10965	7.107841172026431e-5	0.010115004744806845	0.00816682317660365	2.0879468474060667	IFITM2/IFITM1/BST2	20
BP	GO:2001242	regulation of intrinsic apoptotic signaling pathway	6	6/61	131/10965	8.402324892140271e-5	0.011103072178899644	0.008964585730787254	2.04746977514699	ENO1/GPX1/RRM2B/TRIAP1/BAX/BBC3	20
BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	5	5/61	87/10965	1.1747356713819908e-4	0.01448840661371122	0.011697894159235406	1.9318923123852432	PHLDA3/CDKN1A/DDIT4/TRIAP1/BAX	20
