ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0006735	NADH regeneration	8	8/118	22/10965	3.9914973321396234e-11	2.682052159075336e-8	2.128317225048375e-8	7.671963640089254	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0061621	canonical glycolysis	8	8/118	22/10965	3.9914973321396234e-11	2.682052159075336e-8	2.128317225048375e-8	7.671963640089254	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0061718	glucose catabolic process to pyruvate	8	8/118	22/10965	3.9914973321396234e-11	2.682052159075336e-8	2.128317225048375e-8	7.671963640089254	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0006734	NADH metabolic process	9	9/118	33/10965	4.4153787851255956e-11	2.682052159075336e-8	2.128317225048375e-8	7.671963640089254	ENO1/MDH2/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0061615	glycolytic process through fructose-6-phosphate	8	8/118	23/10965	6.065704091387869e-11	2.682052159075336e-8	2.128317225048375e-8	7.671963640089254	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0061620	glycolytic process through glucose-6-phosphate	8	8/118	23/10965	6.065704091387869e-11	2.682052159075336e-8	2.128317225048375e-8	7.671963640089254	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0019674	NAD metabolic process	9	9/118	36/10965	1.0491189924424235e-10	3.9761609813567853e-8	3.155245090052401e-8	7.500966900406154	ENO1/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0006007	glucose catabolic process	8	8/118	29/10965	5.031956431405855e-10	1.6687225515649665e-7	1.3241990608962775e-7	6.878046724450253	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0006090	pyruvate metabolic process	12	12/118	115/10965	3.326113062416049e-9	9.80464217176642e-7	7.780381432552162e-7	6.108999111237565	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/SLC16A3/BSG/GPI/PGK1	21
BP	GO:0046364	monosaccharide biosynthetic process	10	10/118	72/10965	4.3365852566021275e-9	1.1504960685765446e-6	9.129653171793952e-7	6.0395457206515815	ENO1/TKT/MDH2/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0046031	ADP metabolic process	11	11/118	95/10965	5.108087297650436e-9	1.2319777818787825e-6	9.776243631866864e-7	6.009827983998312	AK4/ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0006165	nucleoside diphosphate phosphorylation	11	11/118	103/10965	1.214070612647067e-8	2.300663810966192e-6	1.8256700942061158e-6	5.738577698439368	AK4/ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0009135	purine nucleoside diphosphate metabolic process	11	11/118	103/10965	1.214070612647067e-8	2.300663810966192e-6	1.8256700942061158e-6	5.738577698439368	AK4/ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0009179	purine ribonucleoside diphosphate metabolic process	11	11/118	103/10965	1.214070612647067e-8	2.300663810966192e-6	1.8256700942061158e-6	5.738577698439368	AK4/ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0046939	nucleotide phosphorylation	11	11/118	105/10965	1.4894681372943205e-8	2.486692634111066e-6	1.9732915143619467e-6	5.704808751683038	AK4/ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0019320	hexose catabolic process	8	8/118	43/10965	1.4997015509150793e-8	2.486692634111066e-6	1.9732915143619467e-6	5.704808751683038	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0009185	ribonucleoside diphosphate metabolic process	11	11/118	106/10965	1.647028538028303e-8	2.57033335964064e-6	2.039663824183657e-6	5.69044140675698	AK4/ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0006094	gluconeogenesis	9	9/118	63/10965	2.06905935811043e-8	3.049563598370539e-6	2.419952465626234e-6	5.616193164647245	ENO1/MDH2/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0006096	glycolytic process	10	10/118	87/10965	2.8267599300493296e-8	3.947049523379405e-6	3.1321439668136616e-6	5.504158284112245	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0019319	hexose biosynthetic process	9	9/118	66/10965	3.149736477853485e-8	3.992859564728622e-6	3.1684960935811476e-06	5.499146823977339	ENO1/MDH2/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0006757	ATP generation from ADP	10	10/118	88/10965	3.160574853347194e-8	3.992859564728622e-6	3.1684960935811476e-06	5.499146823977339	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0009132	nucleoside diphosphate metabolic process	11	11/118	119/10965	5.555960159859787e-8	6.6999828655036435e-6	5.316708286947164e-6	5.274357167567076	AK4/ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0046365	monosaccharide catabolic process	8	8/118	52/10965	7.180432076059262e-8	8.282472303384878e-6	6.572477872823123e-6	5.182270867332972	ENO1/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0016051	carbohydrate biosynthetic process	11	11/118	148/10965	5.184206817893974e-7	5.730708619946964e-5	4.547549840257872e-5	4.342222532455715	ENO1/SLC2A1/TKT/MDH2/PGAM1/GAPDH/TPI1/ENO2/ALDOA/GPI/PGK1	21
BP	GO:0016052	carbohydrate catabolic process	11	11/118	149/10965	5.547222166779776e-7	5.886712163386699e-5	4.671344982551391e-5	4.330558058534103	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ENO2/CALM1/ALDOA/GPI/PGK1	21
BP	GO:0070482	response to oxygen levels	15	15/118	296/10965	6.123956337755618e-7	6.248790832332943e-5	4.958669099397261e-5	4.304634871967142	AK4/ENO1/SLC2A1/FAM162A/STC2/CDKN1A/CITED2/HILPDA/SFRP1/DDIT4/BNIP3/LDHA/HSP90B1/DNMT3B/PGK1	21
