ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0006090	pyruvate metabolic process	10	10/62	115/10965	7.373182024533647e-10	7.00386337481294e-7	5.331760156059507e-7	6.273129395125146	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/SLC16A3/BSG/PGK1	14
BP	GO:0019674	NAD metabolic process	7	7/62	36/10965	9.574380836733299e-10	7.00386337481294e-7	5.331760156059507e-7	6.273129395125146	ENO1/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0006735	NADH regeneration	6	6/62	22/10965	1.7737214578351044e-9	7.00386337481294e-7	5.331760156059507e-7	6.273129395125146	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0061621	canonical glycolysis	6	6/62	22/10965	1.7737214578351044e-9	7.00386337481294e-7	5.331760156059507e-7	6.273129395125146	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0061718	glucose catabolic process to pyruvate	6	6/62	22/10965	1.7737214578351044e-9	7.00386337481294e-7	5.331760156059507e-7	6.273129395125146	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0061615	glycolytic process through fructose-6-phosphate	6	6/62	23/10965	2.389232145404024e-9	7.00386337481294e-7	5.331760156059507e-7	6.273129395125146	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0061620	glycolytic process through glucose-6-phosphate	6	6/62	23/10965	2.389232145404024e-9	7.00386337481294e-7	5.331760156059507e-7	6.273129395125146	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0006007	glucose catabolic process	6	6/62	29/10965	1.0950689458328163e-8	2.808851846061174e-6	2.1382662047577626e-6	5.669938228004459	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0006734	NADH metabolic process	6	6/62	33/10965	2.5088628903878438e-8	5.517787572492297e-6	4.200470276792126e-6	5.376702084082511	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0006096	glycolytic process	8	8/62	87/10965	2.7008354716746968e-8	5.517787572492297e-6	4.200470276792126e-6	5.376702084082511	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0006757	ATP generation from ADP	8	8/62	88/10965	2.9578783283340776e-8	5.517787572492297e-6	4.200470276792126e-6	5.376702084082511	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0046031	ADP metabolic process	8	8/62	95/10965	5.4238639403712943e-8	9.274807338034914e-6	7.060538673255264e-6	5.151162163835176	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0006165	nucleoside diphosphate phosphorylation	8	8/62	103/10965	1.0242475333987633e-7	1.4011706256895084e-5	1.0666549751324666e-5	4.971976036646583	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0009135	purine nucleoside diphosphate metabolic process	8	8/62	103/10965	1.0242475333987633e-7	1.4011706256895084e-5	1.0666549751324666e-5	4.971976036646583	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0009179	purine ribonucleoside diphosphate metabolic process	8	8/62	103/10965	1.0242475333987633e-7	1.4011706256895084e-5	1.0666549751324666e-5	4.971976036646583	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0046939	nucleotide phosphorylation	8	8/62	105/10965	1.1905898060584962e-7	1.5067217282830627e-5	1.1470067942813507e-5	4.940434009552821	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0009185	ribonucleoside diphosphate metabolic process	8	8/62	106/10965	1.282125881606843e-7	1.5067217282830627e-5	1.1470067942813507e-5	4.940434009552821	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0019320	hexose catabolic process	6	6/62	43/10965	1.32168572656409e-7	1.5067217282830627e-5	1.1470067942813507e-5	4.940434009552821	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0008285	negative regulation of cell population proliferation	14	14/62	451/10965	1.5405855956154444e-7	1.66383244326468e-5	1.266608877503224e-5	4.89735747238232	SOX11/FRZB/FZD5/IGFBP5/SOX2/SFRP2/SOX4/HMGA1/CLDN3/SFRP1/IFITM1/CDKN1C/APOE/GPC3	14
BP	GO:0001666	response to hypoxia	11	11/62	266/10965	2.366149688277434e-7	2.4276695801726473e-5	1.848087440738796e-5	4.733277484343207	ENO1/SLC2A1/FAM162A/HILPDA/CLDN3/SFRP1/DDIT4/BNIP3/LDHA/HSP90B1/PGK1	14
BP	GO:0009132	nucleoside diphosphate metabolic process	8	8/62	119/10965	3.148688725849213e-7	3.0767186978298023e-5	2.342182490807134e-5	4.630379269954136	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0036293	response to decreased oxygen levels	11	11/62	276/10965	3.4265683018184486e-7	3.196053706968844e-5	2.4330274449275493e-5	4.613852992132328	ENO1/SLC2A1/FAM162A/HILPDA/CLDN3/SFRP1/DDIT4/BNIP3/LDHA/HSP90B1/PGK1	14
BP	GO:0046365	monosaccharide catabolic process	6	6/62	52/10965	4.2427708159762053e-7	3.785289441036163e-5	2.881588966090933e-5	4.540367967480885	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0070482	response to oxygen levels	11	11/62	296/10965	6.876799461390298e-7	5.8796635394887046e-5	4.475951930132983e-5	4.349114586261224	ENO1/SLC2A1/FAM162A/HILPDA/CLDN3/SFRP1/DDIT4/BNIP3/LDHA/HSP90B1/PGK1	14
BP	GO:0035455	response to interferon-alpha	4	4/62	15/10965	1.2072716868182663e-6	9.909286005404329e-5	7.543541824161293e-5	4.122424697428899	IFITM2/IFITM1/IFITM3/BST2	14
BP	GO:0006094	gluconeogenesis	6	6/62	63/10965	1.3493033552656055e-6	1.0649117250019317e-4	8.10674566483465e-5	4.091153452009434	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0016052	carbohydrate catabolic process	8	8/62	149/10965	1.7508860280213316e-6	1.3050307447967183e-4	9.934675414375346e-5	4.002846317587733	ENO1/DDIT4/PGAM1/LDHA/GAPDH/TPI1/ALDOA/PGK1	14
BP	GO:0019319	hexose biosynthetic process	6	6/62	66/10965	1.7807437063502978e-6	1.3050307447967183e-4	9.934675414375346e-5	4.002846317587733	ENO1/PGAM1/GAPDH/TPI1/ALDOA/PGK1	14
