ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0051301	cell division	73	73/244	493/10965	6.713447374995269e-41	1.971068149298611e-37	1.7066289905909026e-37	36.76786088125892	CDCA8/CDC20/KIF2C/CKS1B/NUF2/CENPF/STMN1/ITGB3BP/PSRC1/TPR/ASPM/KIF14/NEK2/CENPA/SPTBN1/CALM2/BUB1/SPC25/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/CCNA2/CCNB1/KIF20A/PTTG1/SPDL1/CENPW/ANLN/RAD21/CKS2/SMC2/DCTN3/KIF20B/KIF11/BUB3/CKAP5/NCAPD2/TUBA1C/RAN/TUBA1B/RACGAP1/NUP37/PPP1CC/CIT/CKAP2/CALM1/VRK1/MIS18BP1/BUB1B/KNSTRN/NUSAP1/CCNB2/OIP5/ARPP19/PRC1/PLK1/BIRC5/AURKB/MYH10/SPAG5/TOP2A/SKA2/CALM3/UBE2S/TPX2/TOP1/UBE2C/AURKA/MIS18A/KIF4A	8
BP	GO:0007059	chromosome segregation	51	51/244	274/10965	3.880562855814591e-33	5.696666272335819e-30	4.932399629890651e-30	29.30694174350672	CDCA8/CDC20/KIF2C/NUF2/CENPF/SFPQ/PSRC1/TPR/KIF14/NEK2/BUB1/SPC25/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/CENPH/PTTG1/SPDL1/TTK/CENPW/RAD21/SMC2/BUB3/MKI67/BANF1/NCAPD2/RAN/RACGAP1/NUP37/DLGAP5/BUB1B/KNSTRN/NUSAP1/OIP5/PRC1/PLK1/KIF22/CENPN/BIRC5/AURKB/SPAG5/TOP2A/SKA2/TOP1/UBE2C/MIS18A/KIF4A	8
BP	GO:0140014	mitotic nuclear division	47	47/244	250/10965	1.0223415909056433e-30	1.0005316369663228e-27	8.662999796621504e-28	27.06233169579679	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/TPR/KIF14/NEK2/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/TTK/ANLN/RAD21/SMC2/KIF20B/KIF11/BUB3/MKI67/NCAPD2/RAN/RACGAP1/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/PRC1/PLK1/KIF22/BIRC5/AURKB/SPAG5/UBE2S/TPX2/UBE2C/AURKA/KIF4A	8
BP	GO:0000280	nuclear division	51	51/244	332/10965	6.165401568573292e-29	4.5254047513327965e-26	3.918274944238027e-26	25.406905092951813	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/TPR/ASPM/KIF14/NEK2/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/TTK/ANLN/RAD21/CKS2/SMC2/KIF20B/KIF11/BUB3/MKI67/NCAPD2/RAN/RACGAP1/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/PRC1/PLK1/KIF22/UBB/BIRC5/AURKB/SPAG5/TOP2A/UBE2S/TPX2/UBE2C/AURKA/KIF4A	8
BP	GO:0000070	mitotic sister chromatid segregation	36	36/244	146/10965	5.657490873977194e-28	3.322078641199408e-25	2.8763874654010367e-25	24.54115261246462	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/TPR/KIF14/NEK2/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/TTK/RAD21/SMC2/BUB3/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/PRC1/PLK1/KIF22/AURKB/SPAG5/UBE2C/KIF4A	8
BP	GO:0048285	organelle fission	52	52/244	369/10965	1.203844409500071e-27	5.715028918898605e-25	4.948298737681103e-25	24.305544089113646	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/TPR/ASPM/KIF14/NEK2/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/TTK/ANLN/RAD21/CKS2/SMC2/KIF20B/KIF11/BUB3/MKI67/BNIP3/NCAPD2/RAN/RACGAP1/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/PRC1/PLK1/KIF22/UBB/BIRC5/AURKB/SPAG5/TOP2A/UBE2S/TPX2/UBE2C/AURKA/KIF4A	8
BP	GO:0000819	sister chromatid segregation	38	38/244	172/10965	1.3625750147237819e-27	5.715028918898605e-25	4.948298737681103e-25	24.305544089113646	CDCA8/CDC20/KIF2C/NUF2/CENPF/SFPQ/PSRC1/TPR/KIF14/NEK2/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/TTK/RAD21/SMC2/BUB3/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/PRC1/PLK1/KIF22/AURKB/SPAG5/TOP2A/UBE2C/KIF4A	8
BP	GO:0098813	nuclear chromosome segregation	39	39/244	217/10965	9.521245879190081e-25	3.49429723766276e-22	3.0255011576636904e-22	21.5192026765551	CDCA8/CDC20/KIF2C/NUF2/CENPF/SFPQ/PSRC1/TPR/KIF14/NEK2/BUB1/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/TTK/RAD21/SMC2/BUB3/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/PRC1/PLK1/KIF22/AURKB/SPAG5/TOP2A/UBE2C/KIF4A	8
BP	GO:0051983	regulation of chromosome segregation	26	26/244	93/10965	5.967135806245653e-22	1.9466123030152486e-19	1.6854541487816672e-19	18.77328305756126	CDC20/KIF2C/CENPF/SFPQ/TPR/NEK2/BUB1/ECT2/TACC3/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/TTK/RAD21/BUB3/MKI67/RACGAP1/DLGAP5/BUB1B/KNSTRN/PLK1/AURKB/SPAG5/UBE2C	8
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	29	29/244	130/10965	2.4154343987747066e-21	7.091715394802539e-19	6.140288497937807e-19	18.211811223301996	CDC20/NUF2/STMN1/PSRC1/TPR/NEK2/CENPA/SPC25/TACC3/CENPE/MAD2L1/CCNB1/CENPH/SPDL1/TTK/KIF11/CKAP5/RAN/RACGAP1/MZT1/DLGAP5/NUSAP1/PRC1/PLK1/BIRC5/AURKB/TPX2/AURKA/KIF4A	8
