ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0051301	cell division	102	102/301	493/10965	1.3467466696985652e-63	3.7372220084135185e-60	3.2662150810373626e-60	59.485955220263115	CDCA8/CDC20/KIF2C/GPSM2/CKS1B/NUF2/CENPF/STMN1/ITGB3BP/PSRC1/ASPM/KIF14/NEK2/CENPA/NCAPH/PKP4/CALM2/BUB1/SPC25/SMC4/ECT2/TACC3/NCAPG/CENPC/CENPE/MAD2L1/CCNA2/CCNB1/KIF20A/PTTG1/SPDL1/CETN3/CDC25C/TUBB/KIFC1/CENPW/FBXO5/ANLN/NCAPG2/CDCA2/REEP4/RAD21/CKS2/SMC2/DCTN3/SAPCD2/CDK1/KIF20B/KIF11/CEP55/SMC3/BUB3/ZWINT/WEE1/INCENP/CKAP5/NCAPD2/TUBA1C/RAN/CDCA3/TUBA1B/RACGAP1/NUP37/CIT/CKAP2/BORA/SKA3/VRK1/MIS18BP1/BUB1B/KNSTRN/NUSAP1/CCNB2/KIF23/OIP5/PRC1/CCNF/NDE1/PLK1/ORC6/BIRC5/AURKB/SPAG5/TOP2A/KIF18B/CDC27/SKA2/NDC80/SKA1/CALM3/SPC24/UBE2S/CDC25B/TPX2/MAPRE1/FAM83D/UBE2C/AURKA/MIS18A/CHEK2/KIF4A/SMC1A	15
BP	GO:0007059	chromosome segregation	74	74/301	274/10965	4.2511107680426895e-54	5.898416190659231e-51	5.1550311629317666e-51	50.28776870499765	CDCA8/CDC20/KIF2C/NUF2/CENPF/SFPQ/PSRC1/KIF14/NEK2/NCAPH/BUB1/SPC25/HJURP/FANCD2/SMC4/ECT2/TACC3/NCAPG/CENPC/CENPE/MAD2L1/NIPBL/CCNB1/CENPH/PTTG1/SPDL1/CENPK/KIFC1/TTK/CENPW/FBXO5/NCAPG2/CDCA2/RAD21/SMC2/CDK5RAP2/SMC3/BUB3/ZWINT/MKI67/INCENP/BANF1/KIF18A/NCAPD2/RAN/RACGAP1/NUP37/SKA3/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/OIP5/PRC1/NDE1/PLK1/KIF22/CTCF/CENPN/BIRC5/AURKB/SPAG5/TOP2A/KIF18B/CDC27/SKA2/NDC80/SKA1/FAM83D/UBE2C/MIS18A/KIF4A/SMC1A	15
BP	GO:0140014	mitotic nuclear division	71	71/301	250/10965	1.6461385594312265e-53	1.5226781674738846e-50	1.3307730669928233e-50	49.8758959972342	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/KIF14/NEK2/NCAPH/BUB1/CEP97/SMC4/TACC3/NCAPG/CENPC/CENPE/MAD2L1/NIPBL/CCNB1/PTTG1/SPDL1/CENPK/CDC25C/HSPA1A/KIFC1/TTK/FBXO5/ANLN/NCAPG2/RAD21/SMC2/CDK5RAP2/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/INCENP/KIF18A/NCAPD2/CDKN1B/RAN/RACGAP1/BORA/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/KIF23/PRC1/NDE1/PLK1/KIF22/BIRC5/AURKB/SPAG5/KIF18B/CDC27/NDC80/UBE2S/TPX2/UBE2C/AURKA/CHEK2/KIF4A/SMC1A	15
BP	GO:0000280	nuclear division	77	77/301	332/10965	5.73582115541127e-51	3.979225926566569e-48	3.477718932123044e-48	47.45870552042432	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/ASPM/KIF14/NEK2/NCAPH/BUB1/FANCD2/CEP97/SMC4/TACC3/NCAPG/CENPC/CENPE/MAD2L1/NIPBL/CCNB1/PTTG1/SPDL1/CENPK/CDC25C/HSPA1A/KIFC1/TTK/FBXO5/ANLN/NCAPG2/RAD21/CKS2/SMC2/CDK5RAP2/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/INCENP/KIF18A/NCAPD2/CDKN1B/RAN/RACGAP1/BORA/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/KIF23/PRC1/NDE1/PLK1/KIF22/UBB/BIRC5/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/UBE2S/CDC25B/TPX2/UBE2C/AURKA/CHEK2/KIF4A/SMC1A	15
BP	GO:0048285	organelle fission	78	78/301	369/10965	2.0512164401293104e-48	1.1384251242717673e-45	9.949479322227223e-46	45.00219964622918	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/ASPM/KIF14/NEK2/NCAPH/BUB1/FANCD2/CEP97/SMC4/TACC3/NCAPG/CENPC/CENPE/MAD2L1/NIPBL/CCNB1/PTTG1/SPDL1/CENPK/CDC25C/HSPA1A/KIFC1/TTK/FBXO5/ANLN/NCAPG2/RAD21/CKS2/SMC2/CDK5RAP2/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/BNIP3/INCENP/KIF18A/NCAPD2/CDKN1B/RAN/RACGAP1/BORA/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/KIF23/PRC1/NDE1/PLK1/KIF22/UBB/BIRC5/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/UBE2S/CDC25B/TPX2/UBE2C/AURKA/CHEK2/KIF4A/SMC1A	15
BP	GO:0000819	sister chromatid segregation	55	55/301	172/10965	2.3872444333406157e-44	1.1041005504200348e-41	9.64949328845049e-42	41.01549549161037	CDCA8/CDC20/KIF2C/NUF2/CENPF/SFPQ/PSRC1/KIF14/NEK2/NCAPH/BUB1/SMC4/TACC3/NCAPG/CENPC/CENPE/MAD2L1/NIPBL/CCNB1/PTTG1/SPDL1/CENPK/KIFC1/TTK/FBXO5/NCAPG2/RAD21/SMC2/CDK5RAP2/SMC3/BUB3/ZWINT/INCENP/KIF18A/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/PRC1/PLK1/KIF22/CTCF/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/UBE2C/KIF4A/SMC1A	15
BP	GO:0000070	mitotic sister chromatid segregation	51	51/301	146/10965	2.4497080902421267e-43	9.711342786317002e-41	8.487409684087008e-41	40.071224834085385	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/KIF14/NEK2/NCAPH/BUB1/SMC4/TACC3/NCAPG/CENPC/CENPE/MAD2L1/NIPBL/CCNB1/PTTG1/SPDL1/CENPK/KIFC1/TTK/FBXO5/NCAPG2/RAD21/SMC2/CDK5RAP2/BUB3/ZWINT/INCENP/KIF18A/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/PRC1/PLK1/KIF22/AURKB/SPAG5/KIF18B/CDC27/NDC80/UBE2C/KIF4A/SMC1A	15
BP	GO:0098813	nuclear chromosome segregation	58	58/301	217/10965	8.054378293723989e-42	2.7938624706355087e-39	2.441748366939483e-39	38.61229909406865	CDCA8/CDC20/KIF2C/NUF2/CENPF/SFPQ/PSRC1/KIF14/NEK2/NCAPH/BUB1/FANCD2/SMC4/ECT2/TACC3/NCAPG/CENPC/CENPE/MAD2L1/NIPBL/CCNB1/PTTG1/SPDL1/CENPK/KIFC1/TTK/FBXO5/NCAPG2/RAD21/SMC2/CDK5RAP2/SMC3/BUB3/ZWINT/INCENP/KIF18A/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/PRC1/PLK1/KIF22/CTCF/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/FAM83D/UBE2C/KIF4A/SMC1A	15
BP	GO:0000226	microtubule cytoskeleton organization	78	78/301	469/10965	2.4230509983211127e-40	7.471073911490097e-38	6.52948479547584e-38	37.185121085081605	CDC20/KIF2C/GPSM2/NUF2/SRGAP2/STMN1/STIL/PSRC1/ASPM/NEK2/CENPA/CALM2/CCDC88A/XPO1/SPC25/CEP97/POC1A/CEP70/TACC3/CENPE/MAD2L1/CCNB1/CENPH/KIF20A/SPDL1/CETN3/TUBB/HSPA1A/KIFC1/TTK/CENPW/FBXO5/PCM1/ODF2/TUBB4B/CDK5RAP2/SAPCD2/CDK1/KIF11/SMC3/WEE1/INCENP/KIF18A/CKAP5/CDKN1B/TUBA1C/GAS2L3/RAN/TUBA1B/RACGAP1/CKAP2/BORA/SKA3/MZT1/DLGAP5/KNSTRN/NUSAP1/KIF23/PRC1/CCNF/NDE1/PLK1/RANGRF/BIRC5/AURKB/SPAG5/KIF18B/SKA2/NDC80/TUBB6/SKA1/CALM3/TPX2/MAPRE1/AURKA/CHEK2/KIF4A/SMC1A	15
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	43	43/301	130/10965	2.213897337439458e-35	6.143565111394496e-33	5.36928364785317e-33	32.270083652575494	CDC20/GPSM2/NUF2/STMN1/STIL/PSRC1/NEK2/CENPA/SPC25/CEP97/POC1A/TACC3/CENPE/MAD2L1/CCNB1/CENPH/SPDL1/HSPA1A/KIFC1/TTK/CDK5RAP2/SAPCD2/KIF11/SMC3/CKAP5/RAN/RACGAP1/BORA/MZT1/DLGAP5/NUSAP1/KIF23/PRC1/NDE1/PLK1/BIRC5/AURKB/NDC80/TPX2/AURKA/CHEK2/KIF4A/SMC1A	15
