ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0051301	cell division	102	102/293	493/10965	6.291440701364884e-65	1.716934167402477e-61	1.4291504245837285e-61	60.844922057333264	NUDC/CDCA8/YBX1/CDC20/KIF2C/CKS1B/NUF2/CENPF/STMN1/ITGB3BP/PSRC1/ASPM/KIF14/NEK2/CENPA/NCAPH/CALM2/BUB1/SPC25/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/CCNA2/CCNB1/KIF20A/PTTG1/SPDL1/CDC25C/TUBB/KIFC1/CENPW/FBXO5/ANLN/NCAPG2/CDCA2/RAD21/CKS2/SMC2/CDK1/KIF20B/KIF11/CEP55/HELLS/SMC3/BUB3/ZWINT/WEE1/INCENP/CKAP5/CDCA5/NCAPD3/NCAPD2/TUBA1C/RAN/CDCA3/TUBA1B/RACGAP1/E2F7/CIT/CKAP2/SKA3/VRK1/MIS18BP1/BUB1B/KNSTRN/NUSAP1/CCNB2/ZWILCH/KIF23/OIP5/PRC1/CCNF/PLK1/ORC6/BIRC5/ANAPC11/AURKB/CENPV/SPAG5/TOP2A/KIF18B/CDC27/SKA2/NDC80/SKA1/PIN1/SPC24/NUP62/UBE2S/TPX2/MAPRE1/FAM83D/UBE2C/DSN1/AURKA/MIS18A/CHEK2/KIF4A/SMC1A	25
BP	GO:0140014	mitotic nuclear division	75	75/293	250/10965	1.4001533337252715e-59	1.910509223868133e-56	1.5902794179890188e-56	55.79852656182461	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/KIF14/NEK2/NCAPH/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/CENPK/CDC25C/HSPA1A/KIFC1/TTK/FBXO5/ANLN/NCAPG2/RAD21/SMC2/CDK5RAP2/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/INCENP/KIF18A/CDCA5/NCAPD3/NCAPD2/CDKN1B/RAN/RACGAP1/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/KIF23/PRC1/PLK1/KIF22/TUBG1/BIRC5/ANAPC11/AURKB/SPAG5/KIF18B/CDC27/NDC80/PIN1/NUP62/UBE2S/TPX2/MYBL2/UBE2C/DSN1/AURKA/RANBP1/CHEK2/KIF4A/SMC1A	25
BP	GO:0007059	chromosome segregation	77	77/293	274/10965	8.073474987712005e-59	7.3441710804886875e-56	6.113178604730704e-56	55.213732915527764	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/KIF14/NEK2/NCAPH/BUB1/SPC25/HJURP/FANCD2/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/CENPH/PTTG1/SPDL1/CENPK/KIFC1/TTK/CENPW/FBXO5/NCAPG2/CDCA2/ESCO2/RAD21/SMC2/CDK5RAP2/SMC3/BUB3/ZWINT/MKI67/INCENP/BANF1/KIF18A/CDCA5/NCAPD3/NCAPD2/RAN/RACGAP1/SKA3/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/OIP5/PRC1/PLK1/KIF22/CTCF/CENPN/TUBG1/BIRC5/ANAPC11/AURKB/SPAG5/TOP2A/BRCA1/KIF18B/CDC27/SKA2/NDC80/SKA1/NUP62/FAM83D/UBE2C/DSN1/MIS18A/KIF4A/SMC1A	25
BP	GO:0000280	nuclear division	81	81/293	332/10965	1.1670433677793494e-56	7.962153376674612e-54	6.627577862283779e-54	53.178645161375094	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/ASPM/KIF14/NEK2/NCAPH/BUB1/FANCD2/SMC4/TACC3/NCAPG/MND1/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/CENPK/CDC25C/HSPA1A/KIFC1/TTK/FBXO5/ANLN/NCAPG2/RAD21/CKS2/SMC2/CDK5RAP2/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/INCENP/KIF18A/CDCA5/NCAPD3/NCAPD2/CDKN1B/RAN/RACGAP1/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/KIF23/PRC1/PLK1/KIF22/UBB/TUBG1/BIRC5/ANAPC11/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/PIN1/NUP62/UBE2S/TPX2/MYBL2/UBE2C/DSN1/AURKA/RANBP1/CHEK2/KIF4A/SMC1A	25
BP	GO:0048285	organelle fission	81	81/293	369/10965	9.296905406041107e-53	5.074250970617235e-50	4.223730919207728e-50	49.37430375714697	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/ASPM/KIF14/NEK2/NCAPH/BUB1/FANCD2/SMC4/TACC3/NCAPG/MND1/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/CENPK/CDC25C/HSPA1A/KIFC1/TTK/FBXO5/ANLN/NCAPG2/RAD21/CKS2/SMC2/CDK5RAP2/CDK1/KIF20B/KIF11/SMC3/BUB3/ZWINT/MKI67/INCENP/KIF18A/CDCA5/NCAPD3/NCAPD2/CDKN1B/RAN/RACGAP1/MZT1/VRK1/DLGAP5/BUB1B/KNSTRN/NUSAP1/CCNB2/KIF23/PRC1/PLK1/KIF22/UBB/TUBG1/BIRC5/ANAPC11/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/PIN1/NUP62/UBE2S/TPX2/MYBL2/UBE2C/DSN1/AURKA/RANBP1/CHEK2/KIF4A/SMC1A	25
BP	GO:0000819	sister chromatid segregation	59	59/293	172/10965	2.0689483699999749e-50	9.410266836216552e-48	7.832965934140255e-48	47.10607376221612	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/KIF14/NEK2/NCAPH/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/CENPK/KIFC1/TTK/FBXO5/NCAPG2/ESCO2/RAD21/SMC2/CDK5RAP2/SMC3/BUB3/ZWINT/INCENP/KIF18A/CDCA5/NCAPD3/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/PRC1/PLK1/KIF22/CTCF/TUBG1/ANAPC11/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/NUP62/UBE2C/DSN1/KIF4A/SMC1A	25
BP	GO:0000070	mitotic sister chromatid segregation	55	55/293	146/10965	1.4469271459343126e-49	5.640948830363913e-47	4.695441775828942e-47	46.328323540399204	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/KIF14/NEK2/NCAPH/BUB1/SMC4/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/CENPK/KIFC1/TTK/FBXO5/NCAPG2/RAD21/SMC2/CDK5RAP2/BUB3/ZWINT/INCENP/KIF18A/CDCA5/NCAPD3/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/PRC1/PLK1/KIF22/TUBG1/ANAPC11/AURKB/SPAG5/KIF18B/CDC27/NDC80/NUP62/UBE2C/DSN1/KIF4A/SMC1A	25
BP	GO:0098813	nuclear chromosome segregation	62	62/293	217/10965	1.77437084044986e-47	6.052822529484585e-45	5.038279307487892e-45	44.297717760153034	CDCA8/CDC20/KIF2C/NUF2/CENPF/PSRC1/KIF14/NEK2/NCAPH/BUB1/FANCD2/SMC4/ECT2/TACC3/NCAPG/CENPE/MAD2L1/CCNB1/PTTG1/SPDL1/CENPK/KIFC1/TTK/FBXO5/NCAPG2/ESCO2/RAD21/SMC2/CDK5RAP2/SMC3/BUB3/ZWINT/INCENP/KIF18A/CDCA5/NCAPD3/NCAPD2/RAN/RACGAP1/DLGAP5/BUB1B/KNSTRN/NUSAP1/KIF23/PRC1/PLK1/KIF22/CTCF/TUBG1/ANAPC11/AURKB/SPAG5/TOP2A/KIF18B/CDC27/NDC80/NUP62/FAM83D/UBE2C/DSN1/KIF4A/SMC1A	25
BP	GO:0000226	microtubule cytoskeleton organization	74	74/293	469/10965	2.0543142257256064e-37	6.229137246672422e-35	5.185041051597494e-35	34.2852478008156	CDC20/KIF2C/NUF2/SRGAP2/STMN1/STIL/PSRC1/ASPM/NEK2/CENPA/CALM2/XPO1/SPC25/POC1A/TACC3/CEP135/CENPE/MAD2L1/CCNB1/CENPH/KIF20A/SPDL1/TUBB/HSPA1A/KIFC1/TTK/CENPW/FBXO5/PCM1/TUBB4B/CDK5RAP2/CDK1/KIF11/SMC3/WEE1/INCENP/KIF18A/CKAP5/CDKN1B/TUBA1C/GAS2L3/RAN/TUBA1B/RACGAP1/CKAP2/SKA3/MZT1/SYNE2/DLGAP5/KNSTRN/NUSAP1/KIF23/CEP152/PRC1/CCNF/PLK1/TUBG1/BIRC5/AURKB/SPAG5/BRCA1/KIF18B/SKA2/NDC80/SKA1/NUP62/TPX2/MAPRE1/MYBL2/AURKA/RANBP1/CHEK2/KIF4A/SMC1A	25
BP	GO:1902850	microtubule cytoskeleton organization involved in mitosis	41	41/293	130/10965	2.7752310086932417e-33	7.5736054227238555e-31	6.304156333431595e-31	30.200373025546288	CDC20/NUF2/STMN1/STIL/PSRC1/NEK2/CENPA/SPC25/POC1A/TACC3/CENPE/MAD2L1/CCNB1/CENPH/SPDL1/HSPA1A/KIFC1/TTK/CDK5RAP2/KIF11/SMC3/CKAP5/RAN/RACGAP1/MZT1/DLGAP5/NUSAP1/KIF23/PRC1/PLK1/TUBG1/BIRC5/AURKB/NDC80/NUP62/TPX2/MYBL2/AURKA/CHEK2/KIF4A/SMC1A	25
