ontology	ID	Description	Count	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	log10q	geneID	cluster
BP	GO:0030855	epithelial cell differentiation	51	51/312	406/10965	1.097770295529896e-19	4.0957809726220423e-16	3.3221995785773177e-16	15.478574281194891	KAZN/CLIC4/SFN/RAB25/ELF3/WNT4/TAGLN2/SIX3/FLNB/HES1/SLC7A11/BASP1/F2RL1/FOXC1/DSP/VEGFA/PERP/EZR/DLX6/CLDN3/DLX5/ESRP1/GRHL2/STC1/TJP2/B4GALT1/FGF8/PKP3/ST14/ELF5/KRT18/KRT8/LGALS3/PRKCH/BMP4/IQGAP1/CDH3/PPL/PRSS8/SLC9A3R1/TRIM16/KRT19/ETV4/DLX3/DSG2/DSC2/SPINT2/BMP2/XBP1/PGK1/RAP2C	11
BP	GO:0009913	epidermal cell differentiation	25	25/312	122/10965	4.770660538117972e-15	8.899667233859076e-12	7.218762656362721e-12	11.141537236996257	KAZN/CLIC4/SFN/FLNB/HES1/FOXC1/DSP/PERP/ESRP1/GRHL2/PKP3/ST14/KRT18/KRT8/PRKCH/BMP4/CDH3/PPL/PRSS8/SLC9A3R1/TRIM16/KRT19/ETV4/DSG2/DSC2	11
BP	GO:0030216	keratinocyte differentiation	21	21/312	84/10965	1.1406875269330831e-14	1.4186350543291111e-11	1.1506935578710928e-11	10.939040318286082	KAZN/CLIC4/SFN/FLNB/FOXC1/DSP/PERP/GRHL2/PKP3/ST14/KRT18/KRT8/PRKCH/CDH3/PPL/PRSS8/TRIM16/KRT19/ETV4/DSG2/DSC2	11
BP	GO:0031424	keratinization	14	14/312	30/10965	1.648260295663583e-14	1.5374147907802072e-11	1.2470390394823164e-11	10.904119950397677	KAZN/SFN/DSP/PERP/PKP3/ST14/KRT18/KRT8/CDH3/PPL/PRSS8/KRT19/DSG2/DSC2	11
BP	GO:0070268	cornification	12	12/312	23/10965	2.333765533491789e-13	1.741455841091573e-10	1.4125422965871355e-10	9.849998538977994	KAZN/DSP/PERP/PKP3/ST14/KRT18/KRT8/PPL/PRSS8/KRT19/DSG2/DSC2	11
BP	GO:0008544	epidermis development	28	28/312	197/10965	1.5934786886439658e-12	9.90878164555106e-10	8.037282859388425e-10	9.094890747099543	KAZN/GRHL3/CLIC4/SFN/CRABP2/FLNB/HES1/FOXC1/DSP/PERP/ESRP1/GRHL2/PKP3/ST14/KRT18/KRT8/PRKCH/BMP4/CDH3/PPL/PRSS8/ALDH3A2/SLC9A3R1/TRIM16/KRT19/ETV4/DSG2/DSC2	11
BP	GO:0043588	skin development	25	25/312	168/10965	9.343716831667024e-12	4.980201071278523e-9	4.0395768257207056e-9	8.393664127929071	KAZN/GRHL3/CLIC4/SFN/COL5A2/FLNB/FOXC1/DSP/TFAP2B/PERP/CLDN4/GRHL2/PKP3/ST14/KRT18/KRT8/PRKCH/CDH3/PPL/PRSS8/TRIM16/KRT19/ETV4/DSG2/DSC2	11
BP	GO:0045216	cell-cell junction organization	22	22/312	148/10965	1.757599446967163e-10	8.197004420793106e-8	6.648813697408676e-8	7.177255835994456	F2RL1/DSP/VEGFA/GJA1/PERP/CLDN4/CLDN3/GRHL2/TJP2/TGFBR1/PKP3/CTNND1/CADM1/CD9/PRKCH/CDH3/CDH1/MARVELD3/CLDN6/CLDN7/ACTG1/DSG2	11
BP	GO:0009611	response to wounding	36	36/312	396/10965	5.733747814104126e-10	2.376957010491388e-7	1.9280146158537268e-7	6.714889678129992	GRHL3/PTPRF/WNT4/ZFP36L2/SLC7A11/F2RL1/DPYSL3/RREB1/DSP/VEGFA/GJA1/CLDN4/CLDN3/TGFBR1/GSN/B4GALT1/BNIP3/MDK/SYT7/PAK1/CD9/ERBB3/STK24/PRKCH/TPM1/ANXA2/TNFRSF12A/PRKCB/CDH3/PPL/ACTG1/LMAN1/APOE/SDC4/FBLN1/XBP1	11
BP	GO:0042060	wound healing	30	30/312	321/10965	9.104969618547561e-9	3.397064164680095e-6	2.755451331928868e-6	5.559807255283183	GRHL3/WNT4/SLC7A11/F2RL1/RREB1/DSP/VEGFA/GJA1/CLDN4/CLDN3/TGFBR1/GSN/B4GALT1/SYT7/PAK1/CD9/ERBB3/PRKCH/TPM1/ANXA2/TNFRSF12A/PRKCB/CDH3/PPL/ACTG1/LMAN1/APOE/SDC4/FBLN1/XBP1	11
BP	GO:0030155	regulation of cell adhesion	37	37/312	466/10965	1.342043900139001e-8	4.551968901289648e-6	3.6922260410522762e-6	5.432711718974226	MAD2L2/WNT4/TACSTD2/S100A10/PPP1CB/EPCAM/IGFBP2/EPHB3/HES1/CD47/EDIL3/ADAM19/RREB1/VEGFA/UTRN/SEMA3E/GSN/ANK3/MDK/PAK1/CD9/ERBB3/PAWR/PNP/LGALS3/BMP4/TPM1/IQGAP1/CDH1/ZFHX3/CLDN7/ACTG1/SPINT2/BMP2/SDC4/FBLN1/XBP1	11
BP	GO:0002064	epithelial cell development	20	20/312	155/10965	1.4911684729263068e-8	4.636291310406709e-6	3.760622245318537e-6	5.424740289287825	CLIC4/SFN/RAB25/SIX3/FLNB/F2RL1/VEGFA/EZR/CLDN3/GRHL2/STC1/TJP2/B4GALT1/ST14/BMP4/IQGAP1/SLC9A3R1/SPINT2/XBP1/RAP2C	11
BP	GO:0032970	regulation of actin filament-based process	28	28/312	297/10965	2.419975407615691e-8	6.945329419857033e-6	5.633545989388755e-6	5.249218155974344	GRHL3/ATP1A1/WNT4/TACSTD2/S100A10/RHOB/TMSB10/ACTR3/CD47/CAMK2D/F2RL1/DSP/ABRACL/SEMA3E/STC1/TGFBR1/GSN/MDK/PAK1/TPM1/IQGAP1/COTL1/ACTG1/DSG2/DSC2/DSTN/SDC4/TMSB4X	11
BP	GO:0042119	neutrophil activation	29	29/312	328/10965	5.578155635360483e-8	1.4865784768235687e-5	1.205804319673789e-5	4.918723164651185	S100A11/CREG1/VAMP8/CD47/ANXA3/F2RL1/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/RAP2C	11
BP	GO:0002446	neutrophil mediated immunity	29	29/312	331/10965	6.804864035996136e-8	1.586809232393849e-5	1.2871042173347957e-5	4.890386286676833	S100A11/CREG1/VAMP8/CD47/ANXA3/F2RL1/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/RAP2C	11
BP	GO:0036230	granulocyte activation	29	29/312	331/10965	6.804864035996136e-8	1.586809232393849e-5	1.2871042173347957e-5	4.890386286676833	S100A11/CREG1/VAMP8/CD47/ANXA3/F2RL1/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/RAP2C	11
BP	GO:0002263	cell activation involved in immune response	34	34/312	441/10965	1.1138181618797671e-7	2.4445032717490654e-5	1.9828032293525266e-5	4.70272038243945	MAD2L2/S100A11/CREG1/VAMP8/CD47/ANXA3/F2RL1/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/MDK/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/RORA/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/APP/CSTB/SYNGR1/XBP1/RAP2C	11
BP	GO:0043312	neutrophil degranulation	28	28/312	323/10965	1.4487130066196586e-7	3.002860126498859e-5	2.435701692416093e-5	4.613375902110865	S100A11/CREG1/VAMP8/CD47/ANXA3/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/RAP2C	11
BP	GO:0002283	neutrophil activation involved in immune response	28	28/312	324/10965	1.5454399890928394e-7	3.0347561048975706e-5	2.461573389829315e-5	4.608787211557785	S100A11/CREG1/VAMP8/CD47/ANXA3/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/RAP2C	11
BP	GO:0043299	leukocyte degranulation	29	29/312	348/10965	2.0007805242052828e-7	3.732456067904955e-5	3.027496845836941e-5	4.518916300649427	S100A11/CREG1/VAMP8/CD47/ANXA3/F2RL1/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/RAP2C	11
BP	GO:0051271	negative regulation of cellular component movement	22	22/312	218/10965	2.502223032431835e-7	4.4456162542872265e-5	3.605960510396755e-5	4.442979033634329	CLIC4/GADD45A/WNT4/TACSTD2/RHOB/DPYSL3/FOXO3/GJA1/CLDN3/SEMA3E/STC1/CD9/STK24/TPM1/IDH2/CDH1/MARVELD3/SLC9A3R1/SPINT2/APOE/FBLN1/RAP2C	11
BP	GO:0002275	myeloid cell activation involved in immune response	29	29/312	353/10965	2.7074414032318837e-7	4.519985808401035e-5	3.666283682701964e-5	4.43577393406406	S100A11/CREG1/VAMP8/CD47/ANXA3/F2RL1/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/RAP2C	11
BP	GO:0021983	pituitary gland development	8	8/312	25/10965	2.786375598853493e-7	4.519985808401035e-5	3.666283682701964e-5	4.43577393406406	WNT4/SIX3/HES1/HESX1/FGF8/BMP4/CDH1/BMP2	11
BP	GO:0002366	leukocyte activation involved in immune response	33	33/312	438/10965	2.9601433859861775e-7	4.601789572131012e-5	3.73263694504836e-5	4.427984249674525	MAD2L2/S100A11/CREG1/VAMP8/CD47/ANXA3/F2RL1/CYSTM1/LPCAT1/DSP/HEBP2/PSMB1/GSN/B4GALT1/STOM/TSPAN14/MDK/RAB6A/SLC2A3/PNP/LGALS3/IQGAP1/ANXA2/RORA/ALDOA/COTL1/ACLY/TIMP2/SLC44A2/CSTB/SYNGR1/XBP1/RAP2C	11
BP	GO:1903034	regulation of response to wounding	15	15/312	108/10965	3.7258217893308e-7	5.560416438397286e-5	4.5102053239267585e-05	4.345803686721011	PTPRF/WNT4/F2RL1/RREB1/GJA1/CLDN4/CLDN3/MDK/CD9/STK24/ANXA2/TNFRSF12A/ACTG1/APOE/XBP1	11
